#: table_doi: 10.17182/hepdata.104923.v1/t1
#: name: Table 1
#: description: $p_{T}$-distributions of pions ($\pi^{+}+\pi^{-}$) measured in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV.
#: data_file: table_1.yaml
#: keyword reactions: PB PB --> PI+ X | PB PB --> PI- X
#: keyword observables: DN/DPT
#: keyword cmenergies: 5020.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: CENTRALITY [pct],,,0.0-5.0
#: RE,,,PB PB --> PI+ X, PB PB --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.11,0.1,0.12,621.2,3.6129,-3.6129,42.811,-42.811,10.404,-10.404
0.13,0.12,0.14,657.91,3.1816,-3.1816,31.588,-31.588,11.02,-11.02
0.15000000000000002,0.14,0.16,688.23,3.1662,-3.1662,31.463,-31.463,11.527,-11.527
0.16999999999999998,0.16,0.18,702.87,3.1495,-3.1495,30.924,-30.924,11.772,-11.772
0.19,0.18,0.2,704.53,3.1009,-3.1009,30.778,-30.778,11.801,-11.801
0.225,0.2,0.25,688.76,2.3592,-2.3592,30.395,-30.395,11.538,-11.538
0.275,0.25,0.3,649.0,2.241,-2.241,29.477,-29.477,10.874,-10.874
0.32499999999999996,0.3,0.35,629.63,0.90429,-0.90429,14.912,-14.912,6.5163,-6.5163
0.375,0.35,0.4,576.3,0.70122,-0.70122,11.749,-11.749,4.5605,-4.5605
0.42500000000000004,0.4,0.45,518.6,0.63813,-0.63813,10.289,-10.289,4.0826,-4.0826
0.475,0.45,0.5,464.08,0.59154,-0.59154,9.2612,-9.2612,3.8703,-3.8703
0.525,0.5,0.55,412.84,0.5479,-0.5479,7.7674,-7.7674,3.5597,-3.5597
0.575,0.55,0.6,367.92,0.52331,-0.52331,7.0049,-7.0049,3.2137,-3.2137
0.625,0.6,0.65,325.21,0.56871,-0.56871,7.6622,-7.6622,2.9778,-2.9778
0.675,0.65,0.7,288.1,0.59773,-0.59773,8.2657,-8.2657,2.8203,-2.8203
0.725,0.7,0.75,261.27,0.44772,-0.44772,8.8748,-8.8748,4.9379,-4.9379
0.775,0.75,0.8,225.65,1.2474,-1.2474,7.952,-7.952,4.8642,-4.8642
0.825,0.8,0.85,207.76,0.4054,-0.4054,7.2472,-7.2472,4.4789,-4.4789
0.875,0.85,0.9,186.33,0.40056,-0.40056,6.4174,-6.4174,3.9703,-3.9703
0.925,0.9,0.95,165.84,0.3904,-0.3904,5.7327,-5.7327,3.8701,-3.8701
0.975,0.95,1.0,148.85,0.38448,-0.38448,5.0191,-5.0191,2.9726,-2.9726
1.05,1.0,1.1,125.09,0.25333,-0.25333,4.1626,-4.1626,2.3225,-2.3225
1.15,1.1,1.2,95.326,0.22484,-0.22484,3.22,-3.22,2.09,-2.09
1.25,1.2,1.3,80.712,0.22622,-0.22622,2.8689,-2.8689,2.1372,-2.1372
1.35,1.3,1.4,63.943,0.19143,-0.19143,2.3454,-2.3454,1.6059,-1.6059
1.45,1.4,1.5,51.488,0.17233,-0.17233,1.8623,-1.8623,1.3944,-1.3944
1.55,1.5,1.6,40.985,0.1439,-0.1439,1.4653,-1.4653,0.74281,-0.74281
1.65,1.6,1.7,33.206,0.12248,-0.12248,1.497,-1.497,0.59263,-0.59263
1.75,1.7,1.8,26.683,0.10569,-0.10569,1.1818,-1.1818,0.44276,-0.44276
1.85,1.8,1.9,21.49,0.090841,-0.090841,0.95419,-0.95419,0.38544,-0.38544
1.95,1.9,2.0,17.538,0.078856,-0.078856,0.81338,-0.81338,0.30034,-0.30034
2.1,2.0,2.2,12.238,0.037843,-0.037843,0.39296,-0.39296,0.20227,-0.20227
2.3,2.2,2.4,8.1587,0.028419,-0.028419,0.22448,-0.22448,0.12528,-0.12528
2.5,2.4,2.6,5.5046,0.021548,-0.021548,0.13286,-0.13286,0.070903,-0.070903
2.7,2.6,2.8,3.7875,0.016846,-0.016846,0.084452,-0.084452,0.048887,-0.048887
2.9,2.8,3.0,2.6303,0.013258,-0.013258,0.057415,-0.057415,0.033639,-0.033639
3.1,3.0,3.2,1.8549,0.010451,-0.010451,0.039091,-0.039091,0.024081,-0.024081
3.3,3.2,3.4,1.3182,0.0082972,-0.0082972,0.026321,-0.026321,0.014368,-0.014368
3.5,3.4,3.6,0.96314,0.0066904,-0.0066904,0.018755,-0.018755,0.010504,-0.010504
3.7,3.6,3.8,0.7023,0.0053935,-0.0053935,0.013524,-0.013524,0.0074045,-0.0074045
3.9,3.8,4.0,0.52946,0.0044997,-0.0044997,0.0095919,-0.0095919,0.0044341,-0.0044341
4.25,4.0,4.5,0.33442,0.0021112,-0.0021112,0.0061624,-0.0061624,0.0029355,-0.0029355
4.75,4.5,5.0,0.18241,0.0014352,-0.0014352,0.0031952,-0.0031952,0.0015419,-0.0015419
5.25,5.0,5.5,0.10739,0.0010357,-0.0010357,0.0017166,-0.0017166,2.2768e-05,-2.2768e-05
5.75,5.5,6.0,0.066254,0.00077042,-0.00077042,0.0010522,-0.0010522,0.00038056,-0.00038056
6.25,6.0,6.5,0.043083,0.00033528,-0.00033528,0.0010074,-0.0010074,0.00025409,-0.00025409
6.75,6.5,7.0,0.029672,0.00024243,-0.00024243,0.00065726,-0.00065726,1.5547e-05,-1.5547e-05
7.5,7.0,8.0,0.018144,0.00014659,-0.00014659,0.00043209,-0.00043209,6.5214e-05,-6.5214e-05
8.5,8.0,9.0,0.010089,8.9897e-05,-8.9897e-05,0.00024242,-0.00024242,8.2021e-05,-8.2021e-05
9.5,9.0,10.0,0.0060448,6.059e-05,-6.059e-05,0.00014524,-0.00014524,4.9184e-05,-4.9184e-05
10.5,10.0,11.0,0.0038197,4.3691e-05,-4.3691e-05,8.9385e-05,-8.9385e-05,2.2479e-05,-2.2479e-05
11.5,11.0,12.0,0.002463,3.2686e-05,-3.2686e-05,5.7635e-05,-5.7635e-05,1.4472e-05,-1.4472e-05
12.5,12.0,13.0,0.0016765,2.5626e-05,-2.5626e-05,3.9232e-05,-3.9232e-05,9.8462e-06,-9.8462e-06
13.5,13.0,14.0,0.0012088,2.1297e-05,-2.1297e-05,2.8906e-05,-2.8906e-05,8.648e-06,-8.648e-06
14.5,14.0,15.0,0.00084856,1.7087e-05,-1.7087e-05,2.0291e-05,-2.0291e-05,6.066e-06,-6.066e-06
15.5,15.0,16.0,0.00062525,1.4168e-05,-1.4168e-05,1.4951e-05,-1.4951e-05,4.4717e-06,-4.4717e-06
17.0,16.0,18.0,0.00040637,8.7523e-06,-8.7523e-06,9.7174e-06,-9.7174e-06,2.9225e-06,-2.9225e-06
19.0,18.0,20.0,0.00023927,6.5606e-06,-6.5606e-06,5.7216e-06,-5.7216e-06,1.7091e-06,-1.7091e-06

#: CENTRALITY [pct],,,40.0-50.0
#: RE,,,PB PB --> PI+ X, PB PB --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.11,0.1,0.12,413.36,2.7734,-2.7734,28.103,-28.103,6.9245,-6.9245
0.13,0.12,0.14,436.06,2.4276,-2.4276,20.371,-20.371,7.3039,-7.3039
0.15000000000000002,0.14,0.16,453.73,2.4191,-2.4191,20.124,-20.124,7.6,-7.6
0.16999999999999998,0.16,0.18,463.69,2.4037,-2.4037,19.743,-19.743,7.7666,-7.7666
0.19,0.18,0.2,459.8,2.3581,-2.3581,19.431,-19.431,7.7026,-7.7026
0.225,0.2,0.25,444.32,1.7258,-1.7258,18.979,-18.979,7.4434,-7.4434
0.275,0.25,0.3,414.98,1.6307,-1.6307,18.278,-18.278,6.953,-6.953
0.32499999999999996,0.3,0.35,397.26,0.7482,-0.7482,9.9956,-9.9956,4.6942,-4.6942
0.375,0.35,0.4,360.64,0.57919,-0.57919,7.8748,-7.8748,3.5479,-3.5479
0.42500000000000004,0.4,0.45,322.71,0.5234,-0.5234,6.8526,-6.8526,3.136,-3.136
0.475,0.45,0.5,286.96,0.48444,-0.48444,6.155,-6.155,2.8755,-2.8755
0.525,0.5,0.55,254.08,0.45238,-0.45238,5.2597,-5.2597,2.6836,-2.6836
0.575,0.55,0.6,225.65,0.42198,-0.42198,4.6498,-4.6498,2.3633,-2.3633
0.625,0.6,0.65,198.47,0.43087,-0.43087,4.7766,-4.7766,2.1372,-2.1372
0.675,0.65,0.7,174.96,0.4543,-0.4543,5.1667,-5.1667,1.976,-1.976
0.725,0.7,0.75,157.76,0.3459,-0.3459,5.575,-5.575,3.6455,-3.6455
0.775,0.75,0.8,140.3,0.33929,-0.33929,5.1402,-5.1402,3.5291,-3.5291
0.825,0.8,0.85,125.0,0.30538,-0.30538,4.5389,-4.5389,2.8534,-2.8534
0.875,0.85,0.9,111.77,0.3004,-0.3004,4.051,-4.051,2.763,-2.763
0.925,0.9,0.95,99.898,0.29503,-0.29503,3.6037,-3.6037,2.7155,-2.7155
0.975,0.95,1.0,88.415,0.28582,-0.28582,3.1253,-3.1253,2.2156,-2.2156
1.05,1.0,1.1,73.879,0.18767,-0.18767,2.5611,-2.5611,1.76,-1.76
1.15,1.1,1.2,56.201,0.16726,-0.16726,1.99,-1.99,1.5523,-1.5523
1.25,1.2,1.3,47.475,0.17031,-0.17031,1.7538,-1.7538,1.3628,-1.3628
1.35,1.3,1.4,38.128,0.14514,-0.14514,1.4533,-1.4533,1.1937,-1.1937
1.45,1.4,1.5,30.148,0.12667,-0.12667,1.131,-1.131,0.91046,-0.91046
1.55,1.5,1.6,24.285,0.10718,-0.10718,0.89628,-0.89628,0.60615,-0.60615
1.65,1.6,1.7,19.49,0.089126,-0.089126,0.87472,-0.87472,0.46525,-0.46525
1.75,1.7,1.8,15.641,0.076384,-0.076384,0.69854,-0.69854,0.37234,-0.37234
1.85,1.8,1.9,12.666,0.066687,-0.066687,0.55986,-0.55986,0.29834,-0.29834
1.95,1.9,2.0,10.08,0.055458,-0.055458,0.46783,-0.46783,0.24972,-0.24972
2.1,2.0,2.2,7.2867,0.028913,-0.028913,0.26544,-0.26544,0.15101,-0.15101
2.3,2.2,2.4,4.9201,0.021855,-0.021855,0.14333,-0.14333,0.1063,-0.1063
2.5,2.4,2.6,3.3394,0.016662,-0.016662,0.080926,-0.080926,0.063396,-0.063396
2.7,2.6,2.8,2.3181,0.013107,-0.013107,0.053094,-0.053094,0.044718,-0.044718
2.9,2.8,3.0,1.6419,0.010562,-0.010562,0.036615,-0.036615,0.027313,-0.027313
3.1,3.0,3.2,1.1611,0.0083854,-0.0083854,0.024119,-0.024119,0.015233,-0.015233
3.3,3.2,3.4,0.84779,0.0068377,-0.0068377,0.017937,-0.017937,0.011596,-0.011596
3.5,3.4,3.6,0.61773,0.0054961,-0.0054961,0.01201,-0.01201,0.0070342,-0.0070342
3.7,3.6,3.8,0.46382,0.0045887,-0.0045887,0.0090071,-0.0090071,0.0057313,-0.0057313
3.9,3.8,4.0,0.3488,0.0037767,-0.0037767,0.006959,-0.006959,0.0044043,-0.0044043
4.25,4.0,4.5,0.22534,0.0018251,-0.0018251,0.0041879,-0.0041879,0.0024979,-0.0024979
4.75,4.5,5.0,0.12311,0.0012373,-0.0012373,0.001974,-0.001974,0.00086328,-0.00086328
5.25,5.0,5.5,0.074718,0.00093173,-0.00093173,0.0011544,-0.0011544,0.00027701,-0.00027701
5.75,5.5,6.0,0.046842,0.00070878,-0.00070878,0.00073355,-0.00073355,0.00036631,-0.00036631
6.25,6.0,6.5,0.029883,0.00029706,-0.00029706,0.00068214,-0.00068214,0.00015801,-0.00015801
6.75,6.5,7.0,0.02075,0.00021535,-0.00021535,0.00044871,-0.00044871,6.7256e-05,-6.7256e-05
7.5,7.0,8.0,0.012742,0.0001308,-0.0001308,0.00028247,-0.00028247,8.5756e-06,-8.5756e-06
8.5,8.0,9.0,0.0070427,7.9094e-05,-7.9094e-05,0.0001584,-0.0001584,2.5351e-05,-2.5351e-05
9.5,9.0,10.0,0.0042091,5.2726e-05,-5.2726e-05,9.4669e-05,-9.4669e-05,1.5282e-05,-1.5282e-05
10.5,10.0,11.0,0.0026308,3.7484e-05,-3.7484e-05,6.1087e-05,-6.1087e-05,1.7582e-05,-1.7582e-05
11.5,11.0,12.0,0.0017177,2.8108e-05,-2.8108e-05,3.9885e-05,-3.9885e-05,1.1539e-05,-1.1539e-05
12.5,12.0,13.0,0.0011263,2.1464e-05,-2.1464e-05,2.6152e-05,-2.6152e-05,7.5515e-06,-7.5515e-06
13.5,13.0,14.0,0.00079884,1.7573e-05,-1.7573e-05,1.8254e-05,-1.8254e-05,3.6465e-06,-3.6465e-06
14.5,14.0,15.0,0.00056568,1.4113e-05,-1.4113e-05,1.2926e-05,-1.2926e-05,2.6097e-06,-2.6097e-06
15.5,15.0,16.0,0.00041181,1.1682e-05,-1.1682e-05,9.41e-06,-9.41e-06,1.8873e-06,-1.8873e-06
17.0,16.0,18.0,0.00027919,7.4445e-06,-7.4445e-06,6.3797e-06,-6.3797e-06,1.2521e-06,-1.2521e-06
19.0,18.0,20.0,0.00016336,5.5471e-06,-5.5471e-06,3.7328e-06,-3.7328e-06,7.3196e-07,-7.3196e-07

#: CENTRALITY [pct],,,50.0-60.0
#: RE,,,PB PB --> PI+ X, PB PB --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.11,0.1,0.12,260.71,2.1387,-2.1387,18.071,-18.071,5.0731,-5.0731
0.13,0.12,0.14,273.92,1.8849,-1.8849,13.315,-13.315,5.3297,-5.3297
0.15000000000000002,0.14,0.16,282.09,1.8671,-1.8671,13.073,-13.073,5.4885,-5.4885
0.16999999999999998,0.16,0.18,283.93,1.8375,-1.8375,12.677,-12.677,5.5245,-5.5245
0.19,0.18,0.2,282.26,1.8082,-1.8082,12.516,-12.516,5.4921,-5.4921
0.225,0.2,0.25,272.08,1.3276,-1.3276,12.184,-12.184,5.2949,-5.2949
0.275,0.25,0.3,250.02,1.2316,-1.2316,11.514,-11.514,4.8663,-4.8663
0.32499999999999996,0.3,0.35,235.29,0.53147,-0.53147,5.9794,-5.9794,2.9931,-2.9931
0.375,0.35,0.4,210.99,0.41093,-0.41093,4.6467,-4.6467,2.1837,-2.1837
0.42500000000000004,0.4,0.45,187.85,0.36893,-0.36893,4.0115,-4.0115,1.9223,-1.9223
0.475,0.45,0.5,165.74,0.34123,-0.34123,3.5792,-3.5792,1.7552,-1.7552
0.525,0.5,0.55,145.53,0.32072,-0.32072,3.0279,-3.0279,1.6165,-1.6165
0.575,0.55,0.6,128.26,0.29732,-0.29732,2.6405,-2.6405,1.422,-1.422
0.625,0.6,0.65,112.62,0.2925,-0.2925,2.608,-2.608,1.2955,-1.2955
0.675,0.65,0.7,98.359,0.32085,-0.32085,2.8765,-2.8765,1.1798,-1.1798
0.725,0.7,0.75,87.66,0.2528,-0.2528,3.0989,-3.0989,2.0529,-2.0529
0.775,0.75,0.8,78.203,0.25155,-0.25155,2.8645,-2.8645,2.4379,-2.4379
0.825,0.8,0.85,69.577,0.22199,-0.22199,2.5259,-2.5259,1.8524,-1.8524
0.875,0.85,0.9,61.346,0.21505,-0.21505,2.2224,-2.2224,1.5841,-1.5841
0.925,0.9,0.95,54.858,0.21203,-0.21203,1.9783,-1.9783,1.4552,-1.4552
0.975,0.95,1.0,48.299,0.205,-0.205,1.707,-1.707,1.386,-1.386
1.05,1.0,1.1,40.25,0.13399,-0.13399,1.3957,-1.3957,1.0814,-1.0814
1.15,1.1,1.2,30.217,0.11769,-0.11769,1.0701,-1.0701,0.86352,-0.86352
1.25,1.2,1.3,25.512,0.12103,-0.12103,0.94222,-0.94222,0.70663,-0.70663
1.35,1.3,1.4,20.546,0.10288,-0.10288,0.78303,-0.78303,0.68378,-0.68378
1.45,1.4,1.5,16.38,0.091224,-0.091224,0.61497,-0.61497,0.47603,-0.47603
1.55,1.5,1.6,12.93,0.073845,-0.073845,0.47396,-0.47396,0.38467,-0.38467
1.65,1.6,1.7,10.451,0.0612,-0.0612,0.4613,-0.4613,0.2957,-0.2957
1.75,1.7,1.8,8.4331,0.053265,-0.053265,0.37035,-0.37035,0.25433,-0.25433
1.85,1.8,1.9,6.8461,0.046597,-0.046597,0.29751,-0.29751,0.19628,-0.19628
1.95,1.9,2.0,5.5655,0.039793,-0.039793,0.25333,-0.25333,0.15906,-0.15906
2.1,2.0,2.2,4.0487,0.020574,-0.020574,0.11512,-0.11512,0.096278,-0.096278
2.3,2.2,2.4,2.7144,0.015734,-0.015734,0.06997,-0.06997,0.062869,-0.062869
2.5,2.4,2.6,1.8588,0.012258,-0.012258,0.044529,-0.044529,0.037804,-0.037804
2.7,2.6,2.8,1.3036,0.0098075,-0.0098075,0.029291,-0.029291,0.025167,-0.025167
2.9,2.8,3.0,0.92395,0.0079167,-0.0079167,0.020335,-0.020335,0.014951,-0.014951
3.1,3.0,3.2,0.66272,0.0063427,-0.0063427,0.013385,-0.013385,0.0087251,-0.0087251
3.3,3.2,3.4,0.48989,0.0052522,-0.0052522,0.010108,-0.010108,0.0067102,-0.0067102
3.5,3.4,3.6,0.36136,0.0043076,-0.0043076,0.0064813,-0.0064813,0.0041073,-0.0041073
3.7,3.6,3.8,0.27334,0.0035951,-0.0035951,0.0052692,-0.0052692,0.0033831,-0.0033831
3.9,3.8,4.0,0.21127,0.0030677,-0.0030677,0.0039939,-0.0039939,0.0026676,-0.0026676
4.25,4.0,4.5,0.1365,0.0014802,-0.0014802,0.0025022,-0.0025022,0.0015142,-0.0015142
4.75,4.5,5.0,0.076457,0.0010293,-0.0010293,0.0012661,-0.0012661,0.00053709,-0.00053709
5.25,5.0,5.5,0.045312,0.00074738,-0.00074738,0.00067676,-0.00067676,0.00016764,-0.00016764
5.75,5.5,6.0,0.029177,0.00058846,-0.00058846,0.00052363,-0.00052363,0.00022799,-0.00022799
6.25,6.0,6.5,0.018611,0.00024672,-0.00024672,0.00043607,-0.00043607,9.8254e-05,-9.8254e-05
6.75,6.5,7.0,0.01282,0.0001769,-0.0001769,0.000291,-0.000291,4.1367e-05,-4.1367e-05
7.5,7.0,8.0,0.0078585,0.00010731,-0.00010731,0.00018109,-0.00018109,4.818e-06,-4.818e-06
8.5,8.0,9.0,0.0043045,6.3964e-05,-6.3964e-05,9.9453e-05,-9.9453e-05,1.5731e-05,-1.5731e-05
9.5,9.0,10.0,0.0024784,4.1095e-05,-4.1095e-05,5.7263e-05,-5.7263e-05,8.861e-06,-8.861e-06
10.5,10.0,11.0,0.0015551,2.9164e-05,-2.9164e-05,3.7033e-05,-3.7033e-05,1.0361e-05,-1.0361e-05
11.5,11.0,12.0,0.0010289,2.2085e-05,-2.2085e-05,2.4502e-05,-2.4502e-05,6.8809e-06,-6.8809e-06
12.5,12.0,13.0,0.00067148,1.6735e-05,-1.6735e-05,1.5991e-05,-1.5991e-05,4.5107e-06,-4.5107e-06
13.5,13.0,14.0,0.00045806,1.3263e-05,-1.3263e-05,1.0743e-05,-1.0743e-05,2.1035e-06,-2.1035e-06
14.5,14.0,15.0,0.00032112,1.062e-05,-1.062e-05,7.5315e-06,-7.5315e-06,1.4688e-06,-1.4688e-06
15.5,15.0,16.0,0.00023621,8.8105e-06,-8.8105e-06,5.5401e-06,-5.5401e-06,1.0927e-06,-1.0927e-06
17.0,16.0,18.0,0.0001536,5.4246e-06,-5.4246e-06,3.6026e-06,-3.6026e-06,7.3585e-07,-7.3585e-07
19.0,18.0,20.0,9.1581e-05,4.1097e-06,-4.1097e-06,2.1479e-06,-2.1479e-06,4.1047e-07,-4.1047e-07

#: CENTRALITY [pct],,,60.0-70.0
#: RE,,,PB PB --> PI+ X, PB PB --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.11,0.1,0.12,140.73,1.4472,-1.4472,9.2962,-9.2962,2.7381,-2.7381
0.13,0.12,0.14,149.4,1.2349,-1.2349,6.5457,-6.5457,2.9063,-2.9063
0.15000000000000002,0.14,0.16,154.17,1.2255,-1.2255,6.365,-6.365,2.9992,-2.9992
0.16999999999999998,0.16,0.18,154.02,1.1877,-1.1877,6.0643,-6.0643,2.9969,-2.9969
0.19,0.18,0.2,151.92,1.1558,-1.1558,5.9285,-5.9285,2.9561,-2.9561
0.225,0.2,0.25,144.42,0.73038,-0.73038,5.708,-5.708,2.8107,-2.8107
0.275,0.25,0.3,133.17,0.69353,-0.69353,5.4539,-5.4539,2.5915,-2.5915
0.32499999999999996,0.3,0.35,122.17,0.45703,-0.45703,3.6924,-3.6924,1.9916,-1.9916
0.375,0.35,0.4,109.22,0.3898,-0.3898,3.1474,-3.1474,1.6983,-1.6983
0.42500000000000004,0.4,0.45,96.644,0.36045,-0.36045,2.7562,-2.7562,1.491,-1.491
0.475,0.45,0.5,84.2,0.34162,-0.34162,2.4986,-2.4986,1.3266,-1.3266
0.525,0.5,0.55,73.592,0.31099,-0.31099,2.1291,-2.1291,1.179,-1.179
0.575,0.55,0.6,64.397,0.29246,-0.29246,1.8937,-1.8937,1.0418,-1.0418
0.625,0.6,0.65,56.588,0.25983,-0.25983,1.7649,-1.7649,0.9182,-0.9182
0.675,0.65,0.7,49.069,0.24602,-0.24602,1.7637,-1.7637,0.80996,-0.80996
0.725,0.7,0.75,44.382,0.176,-0.176,2.0061,-2.0061,1.7934,-1.7934
0.775,0.75,0.8,39.661,0.16879,-0.16879,1.8883,-1.8883,1.4555,-1.4555
0.825,0.8,0.85,34.738,0.15274,-0.15274,1.6494,-1.6494,1.3836,-1.3836
0.875,0.85,0.9,30.791,0.14934,-0.14934,1.4426,-1.4426,1.1986,-1.1986
0.925,0.9,0.95,27.143,0.14548,-0.14548,1.3341,-1.3341,1.2316,-1.2316
0.975,0.95,1.0,23.982,0.14132,-0.14132,1.1209,-1.1209,0.93938,-0.93938
1.05,1.0,1.1,19.636,0.091127,-0.091127,0.89046,-0.89046,0.78218,-0.78218
1.15,1.1,1.2,15.024,0.082384,-0.082384,0.69861,-0.69861,0.58131,-0.58131
1.25,1.2,1.3,12.431,0.083059,-0.083059,0.60292,-0.60292,0.51793,-0.51793
1.35,1.3,1.4,9.9609,0.069433,-0.069433,0.49961,-0.49961,0.44019,-0.44019
1.45,1.4,1.5,7.9672,0.061977,-0.061977,0.38199,-0.38199,0.35575,-0.35575
1.55,1.5,1.6,6.3577,0.050384,-0.050384,0.29325,-0.29325,0.26774,-0.26774
1.65,1.6,1.7,5.1035,0.041203,-0.041203,0.2724,-0.2724,0.20947,-0.20947
1.75,1.7,1.8,4.0796,0.03536,-0.03536,0.21152,-0.21152,0.15899,-0.15899
1.85,1.8,1.9,3.3436,0.031185,-0.031185,0.1725,-0.1725,0.15885,-0.15885
1.95,1.9,2.0,2.7099,0.026465,-0.026465,0.14626,-0.14626,0.11787,-0.11787
2.1,2.0,2.2,2.0099,0.014365,-0.014365,0.080655,-0.080655,0.074337,-0.074337
2.3,2.2,2.4,1.3471,0.010926,-0.010926,0.054436,-0.054436,0.051156,-0.051156
2.5,2.4,2.6,0.93669,0.0086771,-0.0086771,0.032292,-0.032292,0.030356,-0.030356
2.7,2.6,2.8,0.65922,0.0069396,-0.0069396,0.020561,-0.020561,0.019219,-0.019219
2.9,2.8,3.0,0.46727,0.0055598,-0.0055598,0.013527,-0.013527,0.012735,-0.012735
3.1,3.0,3.2,0.34472,0.0046329,-0.0046329,0.010662,-0.010662,0.0091696,-0.0091696
3.3,3.2,3.4,0.25388,0.0037946,-0.0037946,0.0072684,-0.0072684,0.0061781,-0.0061781
3.5,3.4,3.6,0.1918,0.0031972,-0.0031972,0.0046812,-0.0046812,0.0037319,-0.0037319
3.7,3.6,3.8,0.14308,0.0026383,-0.0026383,0.003964,-0.003964,0.0035351,-0.0035351
3.9,3.8,4.0,0.11398,0.0023306,-0.0023306,0.0030461,-0.0030461,0.0025885,-0.0025885
4.25,4.0,4.5,0.071994,0.0010949,-0.0010949,0.0016785,-0.0016785,0.0014074,-0.0014074
4.75,4.5,5.0,0.042591,0.00081568,-0.00081568,0.00086071,-0.00086071,0.00062429,-0.00062429
5.25,5.0,5.5,0.024667,0.00057484,-0.00057484,0.00036855,-0.00036855,4.1928e-05,-4.1928e-05
5.75,5.5,6.0,0.016208,0.00046167,-0.00046167,0.00030668,-0.00030668,0.00018994,-0.00018994
6.25,6.0,6.5,0.010286,0.00019533,-0.00019533,0.00025509,-0.00025509,9.011e-05,-9.011e-05
6.75,6.5,7.0,0.0070604,0.000139,-0.000139,0.00016593,-0.00016593,3.1356e-05,-3.1356e-05
7.5,7.0,8.0,0.004287,8.3664e-05,-8.3664e-05,0.00010164,-0.00010164,4.0401e-05,-4.0401e-05
8.5,8.0,9.0,0.0022946,4.8527e-05,-4.8527e-05,5.5974e-05,-5.5974e-05,1.7375e-05,-1.7375e-05
9.5,9.0,10.0,0.0013169,3.0884e-05,-3.0884e-05,3.2124e-05,-3.2124e-05,1.0155e-05,-1.0155e-05
10.5,10.0,11.0,0.00081513,2.1571e-05,-2.1571e-05,1.9385e-05,-1.9385e-05,4.4357e-06,-4.4357e-06
11.5,11.0,12.0,0.00051248,1.5606e-05,-1.5606e-05,1.2188e-05,-1.2188e-05,2.6707e-06,-2.6707e-06
12.5,12.0,13.0,0.0003455,1.2111e-05,-1.2111e-05,8.2167e-06,-8.2167e-06,1.8424e-06,-1.8424e-06
13.5,13.0,14.0,0.00024033,9.731e-06,-9.731e-06,8.6044e-06,-8.6044e-06,6.5199e-06,-6.5199e-06
14.5,14.0,15.0,0.00017102,7.8492e-06,-7.8492e-06,6.1227e-06,-6.1227e-06,4.6461e-06,-4.6461e-06
15.5,15.0,16.0,0.00012738,6.5594e-06,-6.5594e-06,4.5604e-06,-4.5604e-06,3.4807e-06,-3.4807e-06
17.0,16.0,18.0,8.0448e-05,3.9575e-06,-3.9575e-06,2.8802e-06,-2.8802e-06,2.2176e-06,-2.2176e-06
19.0,18.0,20.0,4.1744e-05,2.7277e-06,-2.7277e-06,1.4945e-06,-1.4945e-06,1.1315e-06,-1.1315e-06

#: CENTRALITY [pct],,,70.0-80.0
#: RE,,,PB PB --> PI+ X, PB PB --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.11,0.1,0.12,70.143,1.0347,-1.0347,4.6349,-4.6349,1.3646,-1.3646
