#: table_doi: 10.17182/hepdata.104923.v1/t1
#: name: Table 1
#: description: $p_{T}$-distributions of pions ($\pi^{+}+\pi^{-}$) measured in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV.
#: data_file: table_1.yaml
#: keyword reactions: PB PB --> PI+ X | PB PB --> PI- X
#: keyword observables: DN/DPT
#: keyword cmenergies: 5020.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: CENTRALITY [pct],,,0.0-5.0
#: RE,,,PB PB --> PI+ X, PB PB --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
19.0,18.0,20.0,0.00061734,1.5408e-05,-1.5408e-05,1.4844e-05,-1.4844e-05,7.1834e-07,-7.1834e-07

#: CENTRALITY [pct],,,10.0-20.0
#: RE,,,PB PB --> PI+ X, PB PB --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.11,0.1,0.12,1235.3,6.1832,-6.1832,86.594,-86.594,24.034,-24.034
0.13,0.12,0.14,1333.1,5.5561,-5.5561,66.238,-66.238,25.937,-25.937
0.15000000000000002,0.14,0.16,1406.6,5.5519,-5.5519,66.775,-66.775,27.365,-27.365
0.16999999999999998,0.16,0.18,1454.6,5.5579,-5.5579,66.651,-66.651,28.303,-28.303
0.19,0.18,0.2,1464.4,5.4724,-5.4724,66.658,-66.658,28.493,-28.493
0.225,0.2,0.25,1452.8,4.4655,-4.4655,66.75,-66.75,28.27,-28.27
0.275,0.25,0.3,1387.4,4.2686,-4.2686,65.465,-65.465,27.002,-27.002
0.32499999999999996,0.3,0.35,1404.8,1.5077,-1.5077,31.851,-31.851,10.784,-10.784
0.375,0.35,0.4,1296.3,1.2118,-1.2118,26.341,-26.341,5.9039,-5.9039
0.42500000000000004,0.4,0.45,1177.0,1.1101,-1.1101,23.556,-23.556,5.7072,-5.7072
0.475,0.45,0.5,1060.0,1.0339,-1.0339,21.476,-21.476,6.5819,-6.5819
0.525,0.5,0.55,945.35,0.91972,-0.91972,17.65,-17.65,6.8506,-6.8506
0.575,0.55,0.6,847.93,0.87002,-0.87002,15.955,-15.955,6.5642,-6.5642
0.625,0.6,0.65,746.23,1.0177,-1.0177,18.552,-18.552,6.2519,-6.2519
0.675,0.65,0.7,667.02,0.99583,-0.99583,18.982,-18.982,6.2522,-6.2522
0.725,0.7,0.75,601.32,0.73167,-0.73167,20.266,-20.266,8.7967,-8.7967
0.775,0.75,0.8,540.68,2.3371,-2.3371,18.922,-18.922,8.3873,-8.3873
0.825,0.8,0.85,484.8,0.64441,-0.64441,16.847,-16.847,7.768,-7.768
0.875,0.85,0.9,435.77,0.63514,-0.63514,14.878,-14.878,7.1066,-7.1066
0.925,0.9,0.95,392.47,0.62757,-0.62757,13.476,-13.476,6.953,-6.953
0.975,0.95,1.0,350.98,0.61312,-0.61312,11.789,-11.789,5.8262,-5.8262
1.05,1.0,1.1,296.77,0.40788,-0.40788,9.8756,-9.8756,4.5122,-4.5122
1.15,1.1,1.2,228.62,0.36142,-0.36142,7.7437,-7.7437,4.041,-4.041
1.25,1.2,1.3,192.1,0.35291,-0.35291,6.8908,-6.8908,3.7899,-3.7899
1.35,1.3,1.4,152.95,0.3073,-0.3073,5.6573,-5.6573,2.9984,-2.9984
1.45,1.4,1.5,122.46,0.27313,-0.27313,4.524,-4.524,2.5298,-2.5298
1.55,1.5,1.6,97.95,0.23227,-0.23227,3.5576,-3.5576,1.9835,-1.9835
1.65,1.6,1.7,79.066,0.19869,-0.19869,3.6416,-3.6416,1.5871,-1.5871
1.75,1.7,1.8,63.111,0.17017,-0.17017,2.8887,-2.8887,1.2235,-1.2235
1.85,1.8,1.9,51.042,0.14838,-0.14838,2.3347,-2.3347,1.0488,-1.0488
1.95,1.9,2.0,40.976,0.12652,-0.12652,1.9782,-1.9782,0.907,-0.907
2.1,2.0,2.2,28.674,0.061549,-0.061549,1.1443,-1.1443,0.65909,-0.65909
2.3,2.2,2.4,18.798,0.043991,-0.043991,0.63593,-0.63593,0.37557,-0.37557
2.5,2.4,2.6,12.528,0.032561,-0.032561,0.36005,-0.36005,0.22742,-0.22742
2.7,2.6,2.8,8.419,0.024684,-0.024684,0.2233,-0.2233,0.15643,-0.15643
2.9,2.8,3.0,5.75,0.018982,-0.018982,0.14723,-0.14723,0.10727,-0.10727
3.1,3.0,3.2,3.9716,0.014743,-0.014743,0.10354,-0.10354,0.060943,-0.060943
3.3,3.2,3.4,2.7787,0.011506,-0.011506,0.067368,-0.067368,0.03673,-0.03673
3.5,3.4,3.6,1.9787,0.0089839,-0.0089839,0.044018,-0.044018,0.020061,-0.020061
3.7,3.6,3.8,1.4081,0.0070606,-0.0070606,0.031522,-0.031522,0.016051,-0.016051
3.9,3.8,4.0,1.0449,0.0057658,-0.0057658,0.023227,-0.023227,0.010341,-0.010341
4.25,4.0,4.5,0.63533,0.0025973,-0.0025973,0.013539,-0.013539,0.0054759,-0.0054759
4.75,4.5,5.0,0.33323,0.0016913,-0.0016913,0.0068251,-0.0068251,0.0029468,-0.0029468
5.25,5.0,5.5,0.18975,0.0011869,-0.0011869,0.003557,-0.003557,0.00062194,-0.00062194
5.75,5.5,6.0,0.11678,0.00088546,-0.00088546,0.0021986,-0.0021986,0.00052168,-0.00052168
6.25,6.0,6.5,0.076966,0.00029476,-0.00029476,0.0018692,-0.0018692,0.000111,-0.000111
6.75,6.5,7.0,0.053032,0.00022692,-0.00022692,0.0013076,-0.0013076,0.00016843,-0.00016843
7.5,7.0,8.0,0.03273,0.00013679,-0.00013679,0.00083634,-0.00083634,0.00022569,-0.00022569
8.5,8.0,9.0,0.018444,9.3226e-05,-9.3226e-05,0.00044976,-0.00044976,4.9082e-05,-4.9082e-05
9.5,9.0,10.0,0.011186,6.8376e-05,-6.8376e-05,0.00027278,-0.00027278,2.982e-05,-2.982e-05
10.5,10.0,11.0,0.007137,5.2612e-05,-5.2612e-05,0.00017508,-0.00017508,2.5403e-05,-2.5403e-05
11.5,11.0,12.0,0.0047246,4.1826e-05,-4.1826e-05,0.0001159,-0.0001159,1.7056e-05,-1.7056e-05
12.5,12.0,13.0,0.0032788,3.4213e-05,-3.4213e-05,8.0434e-05,-8.0434e-05,1.1732e-05,-1.1732e-05
13.5,13.0,14.0,0.0023611,2.8982e-05,-2.8982e-05,6.0039e-05,-6.0039e-05,1.6759e-05,-1.6759e-05
14.5,14.0,15.0,0.0017243,2.4177e-05,-2.4177e-05,4.3848e-05,-4.3848e-05,1.2252e-05,-1.2252e-05
15.5,15.0,16.0,0.0012576,2.0117e-05,-2.0117e-05,3.1981e-05,-3.1981e-05,8.953e-06,-8.953e-06
17.0,16.0,18.0,0.00082313,1.2406e-05,-1.2406e-05,2.0931e-05,-2.0931e-05,5.9449e-06,-5.9449e-06
19.0,18.0,20.0,0.00049796,9.6034e-06,-9.6034e-06,1.2663e-05,-1.2663e-05,3.5233e-06,-3.5233e-06

#: CENTRALITY [pct],,,20.0-30.0
#: RE,,,PB PB --> PI+ X, PB PB --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.11,0.1,0.12,905.24,4.8419,-4.8419,64.951,-64.951,15.162,-15.162
0.13,0.12,0.14,964.22,4.3322,-4.3322,50.133,-50.133,16.15,-16.15
0.15000000000000002,0.14,0.16,1013.1,4.352,-4.352,50.533,-50.533,16.969,-16.969
0.16999999999999998,0.16,0.18,1037.7,4.3203,-4.3203,50.133,-50.133,17.381,-17.381
0.19,0.18,0.2,1045.2,4.2825,-4.2825,50.199,-50.199,17.507,-17.507
0.225,0.2,0.25,1024.9,3.4259,-3.4259,49.637,-49.637,17.169,-17.169
0.275,0.25,0.3,973.66,3.2699,-3.2699,48.302,-48.302,16.314,-16.314
0.32499999999999996,0.3,0.35,957.59,1.1797,-1.1797,23.437,-23.437,9.6878,-9.6878
0.375,0.35,0.4,879.25,0.9186,-0.9186,18.665,-18.665,6.543,-6.543
0.42500000000000004,0.4,0.45,795.44,0.82706,-0.82706,16.297,-16.297,5.8623,-5.8623
0.475,0.45,0.5,714.54,0.76992,-0.76992,14.791,-14.791,5.6194,-5.6194
0.525,0.5,0.55,636.04,0.70512,-0.70512,12.211,-12.211,5.3255,-5.3255
0.575,0.55,0.6,568.7,0.66718,-0.66718,10.96,-10.96,4.8887,-4.8887
0.625,0.6,0.65,502.61,0.76054,-0.76054,12.397,-12.397,4.5203,-4.5203
0.675,0.65,0.7,447.11,0.7708,-0.7708,12.86,-12.86,4.3287,-4.3287
0.725,0.7,0.75,404.2,0.56866,-0.56866,13.73,-13.73,7.1214,-7.1214
0.775,0.75,0.8,362.05,0.5657,-0.5657,12.796,-12.796,6.669,-6.669
0.825,0.8,0.85,323.63,0.51531,-0.51531,11.291,-11.291,6.0399,-6.0399
0.875,0.85,0.9,289.63,0.50622,-0.50622,9.9769,-9.9769,5.5904,-5.5904
0.925,0.9,0.95,260.5,0.49979,-0.49979,9.0068,-9.0068,4.8022,-4.8022
0.975,0.95,1.0,232.33,0.48647,-0.48647,7.8373,-7.8373,3.8064,-3.8064
1.05,1.0,1.1,196.61,0.3224,-0.3224,6.5409,-6.5409,3.1561,-3.1561
1.15,1.1,1.2,151.58,0.28952,-0.28952,5.1211,-5.1211,2.69,-2.69
1.25,1.2,1.3,126.78,0.28866,-0.28866,4.5071,-4.5071,2.6341,-2.6341
1.35,1.3,1.4,101.59,0.24731,-0.24731,3.7263,-3.7263,2.1086,-2.1086
1.45,1.4,1.5,81.56,0.22061,-0.22061,2.9501,-2.9501,1.9756,-1.9756
1.55,1.5,1.6,64.71,0.18411,-0.18411,2.3245,-2.3245,1.3768,-1.3768
1.65,1.6,1.7,52.386,0.15758,-0.15758,2.3864,-2.3864,1.0949,-1.0949
1.75,1.7,1.8,41.718,0.13419,-0.13419,1.8687,-1.8687,0.83496,-0.83496
1.85,1.8,1.9,34.047,0.1184,-0.1184,1.5293,-1.5293,0.70594,-0.70594
1.95,1.9,2.0,27.461,0.10159,-0.10159,1.2921,-1.2921,0.59998,-0.59998
2.1,2.0,2.2,19.376,0.049632,-0.049632,0.71304,-0.71304,0.37445,-0.37445
2.3,2.2,2.4,12.852,0.036571,-0.036571,0.41042,-0.41042,0.24311,-0.24311
2.5,2.4,2.6,8.6185,0.027307,-0.027307,0.22234,-0.22234,0.14604,-0.14604
2.7,2.6,2.8,5.7931,0.020691,-0.020691,0.13504,-0.13504,0.098955,-0.098955
2.9,2.8,3.0,4.0529,0.016443,-0.016443,0.094343,-0.094343,0.066663,-0.066663
3.1,3.0,3.2,2.8281,0.012855,-0.012855,0.066798,-0.066798,0.037077,-0.037077
3.3,3.2,3.4,2.0025,0.010161,-0.010161,0.043987,-0.043987,0.022039,-0.022039
3.5,3.4,3.6,1.4412,0.0080134,-0.0080134,0.03124,-0.03124,0.015717,-0.015717
3.7,3.6,3.8,1.0452,0.0064337,-0.0064337,0.02277,-0.02277,0.01102,-0.01102
3.9,3.8,4.0,0.77014,0.0051989,-0.0051989,0.015439,-0.015439,0.0064764,-0.0064764
4.25,4.0,4.5,0.48084,0.0024227,-0.0024227,0.0096287,-0.0096287,0.0042214,-0.0042214
4.75,4.5,5.0,0.25719,0.0016156,-0.0016156,0.0052337,-0.0052337,0.0021721,-0.0021721
5.25,5.0,5.5,0.14862,0.0011369,-0.0011369,0.002779,-0.002779,3.8339e-05,-3.8339e-05
5.75,5.5,6.0,0.092492,0.0008601,-0.0008601,0.0017169,-0.0017169,0.00053177,-0.00053177
6.25,6.0,6.5,0.059011,0.00036972,-0.00036972,0.0014811,-0.0014811,0.00034844,-0.00034844
6.75,6.5,7.0,0.040781,0.00026997,-0.00026997,0.00098206,-0.00098206,2.4998e-05,-2.4998e-05
7.5,7.0,8.0,0.025059,0.00016385,-0.00016385,0.00061438,-0.00061438,8.9353e-05,-8.9353e-05
8.5,8.0,9.0,0.013978,0.00010193,-0.00010193,0.00035924,-0.00035924,0.00011303,-0.00011303
9.5,9.0,10.0,0.0083947,6.9468e-05,-6.9468e-05,0.00021574,-0.00021574,6.7876e-05,-6.7876e-05
10.5,10.0,11.0,0.0053432,5.0838e-05,-5.0838e-05,0.0001342,-0.0001342,3.1192e-05,-3.1192e-05
11.5,11.0,12.0,0.0035537,3.9127e-05,-3.9127e-05,8.9255e-05,-8.9255e-05,2.0915e-05,-2.0915e-05
12.5,12.0,13.0,0.0024171,3.0876e-05,-3.0876e-05,6.0707e-05,-6.0707e-05,1.4369e-05,-1.4369e-05
13.5,13.0,14.0,0.0017081,2.5343e-05,-2.5343e-05,4.3717e-05,-4.3717e-05,1.244e-05,-1.244e-05
14.5,14.0,15.0,0.0012285,2.0694e-05,-2.0694e-05,3.1441e-05,-3.1441e-05,9.0199e-06,-9.0199e-06
15.5,15.0,16.0,0.00090842,1.7266e-05,-1.7266e-05,2.325e-05,-2.325e-05,6.6783e-06,-6.6783e-06
17.0,16.0,18.0,0.0006003,1.0793e-05,-1.0793e-05,1.5364e-05,-1.5364e-05,4.3927e-06,-4.3927e-06
19.0,18.0,20.0,0.00036383,8.2385e-06,-8.2385e-06,9.3118e-06,-9.3118e-06,2.5989e-06,-2.5989e-06

#: CENTRALITY [pct],,,30.0-40.0
#: RE,,,PB PB --> PI+ X, PB PB --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
