#: table_doi: 10.17182/hepdata.104923.v1/t3
#: name: Table 3
#: description: $p_{T}$-distributions of kaons ($K^{+}+K^{-}$) measured in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV.
#: data_file: table_3.yaml
#: keyword reactions: PB PB --> K+ X | PB PB --> K- X
#: keyword observables: DN/DPT
#: keyword cmenergies: 5020.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: CENTRALITY [pct],,,0.0-5.0
#: RE,,,PB PB --> K+ X, PB PB --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.975,0.95,1.0,1.02,0.0401,-0.0401,0.04944,-0.04944,0.036716,-0.036716
1.05,1.0,1.1,0.88348,0.026963,-0.026963,0.040675,-0.040675,0.030499,-0.030499
1.15,1.1,1.2,0.71041,0.024532,-0.024532,0.033454,-0.033454,0.025603,-0.025603
1.25,1.2,1.3,0.57928,0.022872,-0.022872,0.0288,-0.0288,0.022126,-0.022126
1.35,1.3,1.4,0.49101,0.021894,-0.021894,0.02491,-0.02491,0.019344,-0.019344
1.45,1.4,1.5,0.39929,0.020067,-0.020067,0.019153,-0.019153,0.014732,-0.014732
1.55,1.5,1.6,0.34019,0.017428,-0.017428,0.015566,-0.015566,0.012321,-0.012321
1.65,1.6,1.7,0.26449,0.014689,-0.014689,0.012338,-0.012338,0.0099041,-0.0099041
1.75,1.7,1.8,0.23359,0.013807,-0.013807,0.0098024,-0.0098024,0.0084186,-0.0084186
1.85,1.8,1.9,0.1793,0.011718,-0.011718,0.0079876,-0.0079876,0.0064571,-0.0064571
1.95,1.9,2.0,0.15182,0.010579,-0.010579,0.0075159,-0.0075159,0.0057503,-0.0057503
2.1,2.0,2.2,0.12055,0.0069993,-0.0069993,0.0061359,-0.0061359,0.0039097,-0.0039097
2.3,2.2,2.4,0.087973,0.0063258,-0.0063258,0.0052561,-0.0052561,0.0032449,-0.0032449
2.5,2.4,2.6,0.062816,0.0053843,-0.0053843,0.0034755,-0.0034755,0.0019349,-0.0019349
2.7,2.6,2.8,0.049163,0.0055022,-0.0055022,0.0023976,-0.0023976,0.0013631,-0.0013631
2.9,2.8,3.0,0.03732,0.0049783,-0.0049783,0.0020923,-0.0020923,0.0010038,-0.0010038
3.1,3.0,3.2,0.025879,0.0015732,-0.0015732,0.001666,-0.001666,0.00073294,-0.00073294
3.3,3.2,3.4,0.018743,0.0014596,-0.0014596,0.0011653,-0.0011653,0.00049113,-0.00049113
3.5,3.4,3.6,0.014584,0.0010972,-0.0010972,0.00085692,-0.00085692,0.00031724,-0.00031724
3.7,3.6,3.8,0.011398,0.00098449,-0.00098449,0.0006593,-0.0006593,0.00030245,-0.00030245
3.9,3.8,4.0,0.010609,0.0010808,-0.0010808,0.00059695,-0.00059695,0.00026203,-0.00026203
4.25,4.0,4.5,0.0060972,0.00044652,-0.00044652,0.00032346,-0.00032346,0.00029715,-0.00029715
4.75,4.5,5.0,0.003702,0.00033868,-0.00033868,0.00016755,-0.00016755,0.00013627,-0.00013627
5.25,5.0,5.5,0.002082,0.00021868,-0.00021868,7.8314e-05,-7.8314e-05,4.5518e-05,-4.5518e-05
5.75,5.5,6.0,0.0014516,0.0002019,-0.0002019,5.8439e-05,-5.8439e-05,2.2293e-05,-2.2293e-05
6.25,6.0,6.5,0.0009414,8.1213e-05,-8.1213e-05,8.3955e-05,-8.3955e-05,9.7497e-06,-9.7497e-06
6.75,6.5,7.0,0.00066664,5.8433e-05,-5.8433e-05,5.7819e-05,-5.7819e-05,3.9536e-06,-3.9536e-06
7.5,7.0,8.0,0.00038678,3.3974e-05,-3.3974e-05,3.4483e-05,-3.4483e-05,3.8243e-06,-3.8243e-06
8.5,8.0,9.0,0.00022008,2.0111e-05,-2.0111e-05,1.9416e-05,-1.9416e-05,1.9971e-06,-1.9971e-06
9.5,9.0,10.0,0.00011311,1.1094e-05,-1.1094e-05,1.0015e-05,-1.0015e-05,1.5128e-06,-1.5128e-06
10.5,10.0,11.0,6.9828e-05,7.4825e-06,-7.4825e-06,6.1979e-06,-6.1979e-06,1.1945e-06,-1.1945e-06
11.5,11.0,12.0,4.8347e-05,5.568e-06,-5.568e-06,4.3124e-06,-4.3124e-06,5.3671e-07,-5.3671e-07
12.5,12.0,13.0,3.2865e-05,4.125e-06,-4.125e-06,2.9477e-06,-2.9477e-06,4.0101e-07,-4.0101e-07
13.5,13.0,14.0,2.7287e-05,3.7083e-06,-3.7083e-06,2.5685e-06,-2.5685e-06,8.0255e-07,-8.0255e-07
14.5,14.0,15.0,1.6798e-05,2.6851e-06,-2.6851e-06,1.591e-06,-1.591e-06,5.6386e-07,-5.6386e-07
15.5,15.0,16.0,8.8751e-06,1.7128e-06,-1.7128e-06,8.4625e-07,-8.4625e-07,3.0074e-07,-3.0074e-07
17.0,16.0,18.0,7.2037e-06,1.2792e-06,-1.2792e-06,6.9451e-07,-6.9451e-07,1.9767e-07,-1.9767e-07
19.0,18.0,20.0,1.7899e-06,5.7018e-07,-5.7018e-07,1.7543e-07,-1.7543e-07,4.8521e-08,-4.8521e-08

