#: table_doi: 10.17182/hepdata.104923.v1/t3
#: name: Table 3
#: description: $p_{T}$-distributions of kaons ($K^{+}+K^{-}$) measured in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV.
#: data_file: table_3.yaml
#: keyword reactions: PB PB --> K+ X | PB PB --> K- X
#: keyword observables: DN/DPT
#: keyword cmenergies: 5020.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: CENTRALITY [pct],,,0.0-5.0
#: RE,,,PB PB --> K+ X, PB PB --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.225,0.2,0.25,30.23,0.30779,-0.30779,1.5825,-1.5825,0.5069,-0.5069
0.275,0.25,0.3,34.7,0.21951,-0.21951,1.2682,-1.2682,0.54631,-0.54631
0.32499999999999996,0.3,0.35,37.676,0.16233,-0.16233,1.2161,-1.2161,0.51398,-0.51398
0.375,0.35,0.4,39.118,0.18824,-0.18824,1.6367,-1.6367,0.51913,-0.51913
0.42500000000000004,0.4,0.45,41.627,0.19617,-0.19617,1.9094,-1.9094,0.5425,-0.5425
0.475,0.45,0.5,43.048,0.22378,-0.22378,1.2608,-1.2608,0.45916,-0.45916
0.525,0.5,0.55,42.491,0.24641,-0.24641,1.7059,-1.7059,0.62813,-0.62813
0.575,0.55,0.6,41.597,0.25326,-0.25326,1.908,-1.908,0.62168,-0.62168
0.625,0.6,0.65,39.636,0.25598,-0.25598,2.0909,-2.0909,0.61243,-0.61243
0.675,0.65,0.7,38.35,0.26227,-0.26227,1.3522,-1.3522,0.62858,-0.62858
0.725,0.7,0.75,36.477,0.26214,-0.26214,1.2994,-1.2994,0.6543,-0.6543
0.775,0.75,0.8,34.873,0.26629,-0.26629,1.2436,-1.2436,0.65328,-0.65328
0.825,0.8,0.85,33.278,0.27078,-0.27078,1.2075,-1.2075,0.62571,-0.62571
0.875,0.85,0.9,31.288,0.27095,-0.27095,1.1519,-1.1519,0.61974,-0.61974
0.925,0.9,0.95,29.071,0.26935,-0.26935,1.0706,-1.0706,0.59992,-0.59992
0.975,0.95,1.0,26.865,0.26288,-0.26288,0.96843,-0.96843,0.4999,-0.4999
1.05,1.0,1.1,23.765,0.17822,-0.17822,0.84609,-0.84609,0.41998,-0.41998
1.15,1.1,1.2,19.852,0.16524,-0.16524,0.72318,-0.72318,0.38539,-0.38539
1.25,1.2,1.3,16.649,0.15647,-0.15647,0.63494,-0.63494,0.35687,-0.35687
1.35,1.3,1.4,13.862,0.14538,-0.14538,0.53292,-0.53292,0.29872,-0.29872
1.45,1.4,1.5,11.421,0.13175,-0.13175,0.43504,-0.43504,0.24434,-0.24434
1.55,1.5,1.6,9.6105,0.11122,-0.11122,0.35289,-0.35289,0.20632,-0.20632
1.65,1.6,1.7,7.9638,0.10021,-0.10021,0.284,-0.284,0.15761,-0.15761
1.75,1.7,1.8,6.5152,0.08367,-0.08367,0.20048,-0.20048,0.13019,-0.13019
1.85,1.8,1.9,5.4666,0.079346,-0.079346,0.18844,-0.18844,0.10842,-0.10842
1.95,1.9,2.0,4.5314,0.077317,-0.077317,0.17727,-0.17727,0.091685,-0.091685
2.1,2.0,2.2,3.5119,0.05188,-0.05188,0.14735,-0.14735,0.060586,-0.060586
2.3,2.2,2.4,2.4283,0.050855,-0.050855,0.11448,-0.11448,0.042039,-0.042039
2.5,2.4,2.6,1.6642,0.036545,-0.036545,0.074534,-0.074534,0.025088,-0.025088
2.7,2.6,2.8,1.1925,0.030817,-0.030817,0.053938,-0.053938,0.018613,-0.018613
2.9,2.8,3.0,0.84526,0.029527,-0.029527,0.041431,-0.041431,0.012467,-0.012467
3.1,3.0,3.2,0.62437,0.018116,-0.018116,0.033525,-0.033525,0.0081911,-0.0081911
3.3,3.2,3.4,0.46065,0.013451,-0.013451,0.025023,-0.025023,0.006301,-0.006301
3.5,3.4,3.6,0.33549,0.010041,-0.010041,0.018678,-0.018678,0.003806,-0.003806
3.7,3.6,3.8,0.25199,0.0075791,-0.0075791,0.014071,-0.014071,0.0031138,-0.0031138
3.9,3.8,4.0,0.19315,0.0058107,-0.0058107,0.010482,-0.010482,0.0024389,-0.0024389
4.25,4.0,4.5,0.12447,0.0033688,-0.0033688,0.0066904,-0.0066904,0.0032506,-0.0032506
4.75,4.5,5.0,0.067929,0.0017876,-0.0017876,0.0031403,-0.0031403,0.001258,-0.001258
5.25,5.0,5.5,0.040097,0.0010996,-0.0010996,0.0016413,-0.0016413,0.00048443,-0.00048443
5.75,5.5,6.0,0.025213,0.00079917,-0.00079917,0.0010632,-0.0010632,0.00025117,-0.00025117
6.25,6.0,6.5,0.015862,0.00045072,-0.00045072,0.0013495,-0.0013495,0.00010367,-0.00010367
6.75,6.5,7.0,0.010928,0.00029746,-0.00029746,0.000922,-0.000922,3.8828e-05,-3.8828e-05
7.5,7.0,8.0,0.0066606,0.00012482,-0.00012482,0.00057424,-0.00057424,1.7198e-05,-1.7198e-05
8.5,8.0,9.0,0.0037272,7.3395e-05,-7.3395e-05,0.00032268,-0.00032268,1.9215e-05,-1.9215e-05
9.5,9.0,10.0,0.0022305,4.6887e-05,-4.6887e-05,0.00019384,-0.00019384,1.4499e-05,-1.4499e-05
10.5,10.0,11.0,0.0013912,3.1867e-05,-3.1867e-05,0.00012171,-0.00012171,1.1204e-05,-1.1204e-05
11.5,11.0,12.0,0.0009202,2.3321e-05,-2.3321e-05,8.091e-05,-8.091e-05,7.6957e-06,-7.6957e-06
12.5,12.0,13.0,0.00061421,1.7365e-05,-1.7365e-05,5.4314e-05,-5.4314e-05,4.9892e-06,-4.9892e-06
13.5,13.0,14.0,0.00043791,1.3999e-05,-1.3999e-05,3.8927e-05,-3.8927e-05,3.0517e-06,-3.0517e-06
14.5,14.0,15.0,0.00033425,1.1506e-05,-1.1506e-05,2.9918e-05,-2.9918e-05,3.0298e-06,-3.0298e-06
15.5,15.0,16.0,0.00022843,8.8619e-06,-8.8619e-06,2.0601e-05,-2.0601e-05,2.1281e-06,-2.1281e-06
17.0,16.0,18.0,0.00014315,5.6992e-06,-5.6992e-06,1.307e-05,-1.307e-05,8.6084e-07,-8.6084e-07
19.0,18.0,20.0,8.5885e-05,4.3008e-06,-4.3008e-06,7.9864e-06,-7.9864e-06,3.8552e-07,-3.8552e-07

#: CENTRALITY [pct],,,50.0-60.0
#: RE,,,PB PB --> K+ X, PB PB --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.225,0.2,0.25,18.866,0.23708,-0.23708,1.0198,-1.0198,0.36727,-0.36727
0.275,0.25,0.3,21.269,0.16627,-0.16627,0.79396,-0.79396,0.38056,-0.38056
0.32499999999999996,0.3,0.35,23.18,0.12505,-0.12505,0.74704,-0.74704,0.35236,-0.35236
0.375,0.35,0.4,24.167,0.14287,-0.14287,1.0326,-1.0326,0.36757,-0.36757
0.42500000000000004,0.4,0.45,25.165,0.14532,-0.14532,1.1952,-1.1952,0.38012,-0.38012
0.475,0.45,0.5,25.656,0.15025,-0.15025,0.76659,-0.76659,0.28641,-0.28641
0.525,0.5,0.55,24.967,0.15782,-0.15782,0.9676,-0.9676,0.36682,-0.36682
0.575,0.55,0.6,24.274,0.16152,-0.16152,1.0864,-1.0864,0.35886,-0.35886
0.625,0.6,0.65,22.931,0.16195,-0.16195,1.1553,-1.1553,0.35414,-0.35414
0.675,0.65,0.7,22.213,0.18497,-0.18497,0.76203,-0.76203,0.3645,-0.3645
0.725,0.7,0.75,20.716,0.18246,-0.18246,0.74342,-0.74342,0.37341,-0.37341
0.775,0.75,0.8,19.475,0.18173,-0.18173,0.70258,-0.70258,0.36623,-0.36623
0.825,0.8,0.85,18.433,0.18393,-0.18393,0.66853,-0.66853,0.34899,-0.34899
0.875,0.85,0.9,16.925,0.17816,-0.17816,0.63214,-0.63214,0.33601,-0.33601
0.925,0.9,0.95,15.853,0.17913,-0.17913,0.58647,-0.58647,0.32657,-0.32657
0.975,0.95,1.0,14.394,0.17094,-0.17094,0.51354,-0.51354,0.26835,-0.26835
1.05,1.0,1.1,12.761,0.11889,-0.11889,0.43781,-0.43781,0.22626,-0.22626
1.15,1.1,1.2,10.595,0.10993,-0.10993,0.37302,-0.37302,0.20566,-0.20566
1.25,1.2,1.3,8.8509,0.10372,-0.10372,0.32616,-0.32616,0.18969,-0.18969
1.35,1.3,1.4,7.368,0.097557,-0.097557,0.27345,-0.27345,0.15898,-0.15898
1.45,1.4,1.5,6.1068,0.089446,-0.089446,0.22453,-0.22453,0.13023,-0.13023
1.55,1.5,1.6,4.9526,0.071773,-0.071773,0.17627,-0.17627,0.10819,-0.10819
1.65,1.6,1.7,4.09,0.06519,-0.06519,0.1408,-0.1408,0.082314,-0.082314
1.75,1.7,1.8,3.4543,0.057608,-0.057608,0.10442,-0.10442,0.070426,-0.070426
1.85,1.8,1.9,2.7903,0.051866,-0.051866,0.093473,-0.093473,0.056635,-0.056635
1.95,1.9,2.0,2.3379,0.049686,-0.049686,0.088294,-0.088294,0.047285,-0.047285
2.1,2.0,2.2,1.8086,0.033789,-0.033789,0.071904,-0.071904,0.031193,-0.031193
2.3,2.2,2.4,1.2483,0.030621,-0.030621,0.054384,-0.054384,0.021621,-0.021621
2.5,2.4,2.6,0.85989,0.023357,-0.023357,0.03682,-0.03682,0.013096,-0.013096
2.7,2.6,2.8,0.62479,0.020121,-0.020121,0.026762,-0.026762,0.009746,-0.009746
2.9,2.8,3.0,0.45201,0.01865,-0.01865,0.020574,-0.020574,0.0066668,-0.0066668
3.1,3.0,3.2,0.32354,0.0094102,-0.0094102,0.016324,-0.016324,0.0042444,-0.0042444
3.3,3.2,3.4,0.23891,0.0071574,-0.0071574,0.012433,-0.012433,0.0032679,-0.0032679
3.5,3.4,3.6,0.18436,0.0057011,-0.0057011,0.0099154,-0.0099154,0.0020915,-0.0020915
3.7,3.6,3.8,0.13768,0.0046668,-0.0046668,0.0077319,-0.0077319,0.0017012,-0.0017012
3.9,3.8,4.0,0.10895,0.003878,-0.003878,0.0061151,-0.0061151,0.0013757,-0.0013757
4.25,4.0,4.5,0.069607,0.0021825,-0.0021825,0.0038984,-0.0038984,0.002404,-0.002404
4.75,4.5,5.0,0.039024,0.0012875,-0.0012875,0.0019934,-0.0019934,0.0009749,-0.0009749
5.25,5.0,5.5,0.023122,0.00081613,-0.00081613,0.0011026,-0.0011026,0.00035762,-0.00035762
5.75,5.5,6.0,0.014543,0.00060161,-0.00060161,0.00069672,-0.00069672,0.00017512,-0.00017512
6.25,6.0,6.5,0.0096848,0.00036548,-0.00036548,0.00082666,-0.00082666,7.7401e-05,-7.7401e-05
6.75,6.5,7.0,0.0066739,0.00021294,-0.00021294,0.00057006,-0.00057006,3.3476e-05,-3.3476e-05
7.5,7.0,8.0,0.0041394,0.00010198,-0.00010198,0.00035784,-0.00035784,1.7233e-05,-1.7233e-05
8.5,8.0,9.0,0.0022973,5.9326e-05,-5.9326e-05,0.00019927,-0.00019927,1.6155e-05,-1.6155e-05
9.5,9.0,10.0,0.0013964,3.8231e-05,-3.8231e-05,0.00012159,-0.00012159,9.3289e-06,-9.3289e-06
10.5,10.0,11.0,0.00087457,2.594e-05,-2.594e-05,7.6653e-05,-7.6653e-05,8.3287e-06,-8.3287e-06
11.5,11.0,12.0,0.00056105,1.8392e-05,-1.8392e-05,4.9423e-05,-4.9423e-05,5.2331e-06,-5.2331e-06
12.5,12.0,13.0,0.00036898,1.351e-05,-1.351e-05,3.2688e-05,-3.2688e-05,3.7177e-06,-3.7177e-06
13.5,13.0,14.0,0.00027365,1.1107e-05,-1.1107e-05,2.437e-05,-2.437e-05,2.4353e-06,-2.4353e-06
14.5,14.0,15.0,0.00019102,8.5873e-06,-8.5873e-06,1.7129e-05,-1.7129e-05,2.4872e-06,-2.4872e-06
15.5,15.0,16.0,0.00014,6.9302e-06,-6.9302e-06,1.2648e-05,-1.2648e-05,1.8139e-06,-1.8139e-06
17.0,16.0,18.0,9.4015e-05,4.6102e-06,-4.6102e-06,8.5988e-06,-8.5988e-06,9.7191e-07,-9.7191e-07
19.0,18.0,20.0,5.2408e-05,3.3002e-06,-3.3002e-06,4.8814e-06,-4.8814e-06,2.3722e-07,-2.3722e-07

#: CENTRALITY [pct],,,60.0-70.0
#: RE,,,PB PB --> K+ X, PB PB --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.225,0.2,0.25,10.399,0.17197,-0.17197,0.51777,-0.51777,0.20239,-0.20239
0.275,0.25,0.3,11.574,0.1249,-0.1249,0.43393,-0.43393,0.2143,-0.2143
0.32499999999999996,0.3,0.35,12.62,0.09782,-0.09782,0.47673,-0.47673,0.21746,-0.21746
0.375,0.35,0.4,12.76,0.09256,-0.09256,0.50674,-0.50674,0.22056,-0.22056
0.42500000000000004,0.4,0.45,13.384,0.0917,-0.0917,0.58041,-0.58041,0.22692,-0.22692
0.475,0.45,0.5,13.351,0.094345,-0.094345,0.43901,-0.43901,0.21181,-0.21181
0.525,0.5,0.55,13.179,0.1106,-0.1106,0.60599,-0.60599,0.37838,-0.37838
0.575,0.55,0.6,12.474,0.11004,-0.11004,0.64387,-0.64387,0.37047,-0.37047
0.625,0.6,0.65,11.874,0.11222,-0.11222,0.66906,-0.66906,0.35603,-0.35603
0.675,0.65,0.7,11.129,0.1252,-0.1252,0.48564,-0.48564,0.35138,-0.35138
0.725,0.7,0.75,10.501,0.12621,-0.12621,0.48026,-0.48026,0.35167,-0.35167
0.775,0.75,0.8,9.5664,0.12198,-0.12198,0.45192,-0.45192,0.34178,-0.34178
0.825,0.8,0.85,9.1562,0.12464,-0.12464,0.435,-0.435,0.3295,-0.3295
0.875,0.85,0.9,8.29,0.11954,-0.11954,0.39505,-0.39505,0.29602,-0.29602
0.925,0.9,0.95,7.6387,0.11862,-0.11862,0.38056,-0.38056,0.29996,-0.29996
0.975,0.95,1.0,7.0056,0.1153,-0.1153,0.32878,-0.32878,0.25072,-0.25072
1.05,1.0,1.1,6.0624,0.077181,-0.077181,0.27368,-0.27368,0.20744,-0.20744
1.15,1.1,1.2,4.9069,0.069538,-0.069538,0.22699,-0.22699,0.17597,-0.17597
1.25,1.2,1.3,4.0848,0.065581,-0.065581,0.19785,-0.19785,0.15541,-0.15541
1.35,1.3,1.4,3.3601,0.06031,-0.06031,0.16645,-0.16645,0.13152,-0.13152
1.45,1.4,1.5,2.8007,0.056362,-0.056362,0.13272,-0.13272,0.10309,-0.10309
1.55,1.5,1.6,2.3382,0.047683,-0.047683,0.1064,-0.1064,0.084068,-0.084068
1.65,1.6,1.7,1.8953,0.04224,-0.04224,0.087896,-0.087896,0.07032,-0.07032
1.75,1.7,1.8,1.64,0.03888,-0.03888,0.068293,-0.068293,0.05778,-0.05778
1.85,1.8,1.9,1.3383,0.035632,-0.035632,0.059168,-0.059168,0.047143,-0.047143
1.95,1.9,2.0,1.1383,0.034726,-0.034726,0.054913,-0.054913,0.041389,-0.041389
2.1,2.0,2.2,0.88488,0.022729,-0.022729,0.042381,-0.042381,0.028029,-0.028029
2.3,2.2,2.4,0.61113,0.02071,-0.02071,0.032594,-0.032594,0.021599,-0.021599
2.5,2.4,2.6,0.4345,0.016324,-0.016324,0.021781,-0.021781,0.01297,-0.01297
2.7,2.6,2.8,0.31543,0.014378,-0.014378,0.015351,-0.015351,0.0084259,-0.0084259
2.9,2.8,3.0,0.23362,0.01314,-0.01314,0.011627,-0.011627,0.0059661,-0.0059661
3.1,3.0,3.2,0.17126,0.0060308,-0.0060308,0.01005,-0.01005,0.0045511,-0.0045511
3.3,3.2,3.4,0.13015,0.0045778,-0.0045778,0.007248,-0.007248,0.0031652,-0.0031652
3.5,3.4,3.6,0.10725,0.0041009,-0.0041009,0.0057967,-0.0057967,0.0020844,-0.0020844
3.7,3.6,3.8,0.078487,0.0031284,-0.0031284,0.0043122,-0.0043122,0.0019376,-0.0019376
3.9,3.8,4.0,0.05779,0.0024542,-0.0024542,0.0030723,-0.0030723,0.0013125,-0.0013125
4.25,4.0,4.5,0.039003,0.0013639,-0.0013639,0.0020077,-0.0020077,0.001957,-0.001957
4.75,4.5,5.0,0.022385,0.00088603,-0.00088603,0.0010171,-0.0010171,0.00081456,-0.00081456
5.25,5.0,5.5,0.0133,0.00061149,-0.00061149,0.00053519,-0.00053519,0.00028414,-0.00028414
5.75,5.5,6.0,0.00835,0.00045245,-0.00045245,0.00034835,-0.00034835,0.00015055,-0.00015055
6.25,6.0,6.5,0.005639,0.00023883,-0.00023883,0.00049029,-0.00049029,7.2508e-05,-7.2508e-05
6.75,6.5,7.0,0.0038763,0.00015663,-0.00015663,0.00033391,-0.00033391,2.802e-05,-2.802e-05
7.5,7.0,8.0,0.0023881,8.2048e-05,-8.2048e-05,0.00020687,-0.00020687,2.4003e-05,-2.4003e-05
8.5,8.0,9.0,0.0012791,4.5912e-05,-4.5912e-05,0.0001114,-0.0001114,1.1629e-05,-1.1629e-05
9.5,9.0,10.0,0.00076392,2.9003e-05,-2.9003e-05,6.6781e-05,-6.6781e-05,7.5059e-06,-7.5059e-06
10.5,10.0,11.0,0.00048312,1.9782e-05,-1.9782e-05,4.2339e-05,-4.2339e-05,4.9742e-06,-4.9742e-06
11.5,11.0,12.0,0.00032139,1.4387e-05,-1.4387e-05,2.8308e-05,-2.8308e-05,3.4407e-06,-3.4407e-06
12.5,12.0,13.0,0.00020215,1.0096e-05,-1.0096e-05,1.7906e-05,-1.7906e-05,2.1312e-06,-2.1312e-06
13.5,13.0,14.0,0.00013685,7.7563e-06,-7.7563e-06,1.2736e-05,-1.2736e-05,3.8563e-06,-3.8563e-06
14.5,14.0,15.0,0.00010252,6.3184e-06,-6.3184e-06,9.6017e-06,-9.6017e-06,2.9052e-06,-2.9052e-06
15.5,15.0,16.0,7.6174e-05,5.141e-06,-5.141e-06,7.1837e-06,-7.1837e-06,2.1907e-06,-2.1907e-06
17.0,16.0,18.0,4.8211e-05,3.3247e-06,-3.3247e-06,4.5982e-06,-4.5982e-06,1.439e-06,-1.439e-06
19.0,18.0,20.0,2.6883e-05,2.3089e-06,-2.3089e-06,2.6074e-06,-2.6074e-06,7.2904e-07,-7.2904e-07

#: CENTRALITY [pct],,,70.0-80.0
#: RE,,,PB PB --> K+ X, PB PB --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.225,0.2,0.25,5.1792,0.12322,-0.12322,0.25772,-0.25772,0.10096,-0.10096
0.275,0.25,0.3,5.5978,0.086754,-0.086754,0.21031,-0.21031,0.1036,-0.1036
0.32499999999999996,0.3,0.35,6.0466,0.067183,-0.067183,0.22782,-0.22782,0.10352,-0.10352
0.375,0.35,0.4,6.1464,0.065875,-0.065875,0.24236,-0.24236,0.10845,-0.10845
0.42500000000000004,0.4,0.45,6.1341,0.060211,-0.060211,0.26602,-0.26602,0.1072,-0.1072
0.475,0.45,0.5,6.3835,0.068201,-0.068201,0.21178,-0.21178,0.10118,-0.10118
0.525,0.5,0.55,6.0863,0.075682,-0.075682,0.28496,-0.28496,0.17478,-0.17478
0.575,0.55,0.6,5.6529,0.07391,-0.07391,0.29404,-0.29404,0.16817,-0.16817
0.625,0.6,0.65,5.3169,0.074145,-0.074145,0.30378,-0.30378,0.15915,-0.15915
0.675,0.65,0.7,4.7658,0.079246,-0.079246,0.20825,-0.20825,0.15032,-0.15032
0.725,0.7,0.75,4.5678,0.080503,-0.080503,0.20877,-0.20877,0.15247,-0.15247
0.775,0.75,0.8,4.1663,0.077516,-0.077516,0.19712,-0.19712,0.14889,-0.14889
0.825,0.8,0.85,3.9218,0.079007,-0.079007,0.18634,-0.18634,0.14108,-0.14108
0.875,0.85,0.9,3.6579,0.079131,-0.079131,0.17468,-0.17468,0.1305,-0.1305
0.925,0.9,0.95,3.1781,0.071793,-0.071793,0.15886,-0.15886,0.12485,-0.12485
0.975,0.95,1.0,3.0764,0.077052,-0.077052,0.14429,-0.14429,0.11023,-0.11023
1.05,1.0,1.1,2.5758,0.049048,-0.049048,0.1162,-0.1162,0.088276,-0.088276
1.15,1.1,1.2,2.1646,0.047154,-0.047154,0.10048,-0.10048,0.077773,-0.077773
1.25,1.2,1.3,1.7379,0.042461,-0.042461,0.084386,-0.084386,0.066241,-0.066241
1.35,1.3,1.4,1.3631,0.036803,-0.036803,0.067277,-0.067277,0.053472,-0.053472
1.45,1.4,1.5,1.1833,0.035901,-0.035901,0.056174,-0.056174,0.043659,-0.043659
1.55,1.5,1.6,0.94301,0.027312,-0.027312,0.042898,-0.042898,0.033957,-0.033957
1.65,1.6,1.7,0.79768,0.026498,-0.026498,0.036903,-0.036903,0.02973,-0.02973
1.75,1.7,1.8,0.66436,0.023119,-0.023119,0.027645,-0.027645,0.023449,-0.023449
1.85,1.8,1.9,0.5474,0.020768,-0.020768,0.024223,-0.024223,0.019415,-0.019415
1.95,1.9,2.0,0.45129,0.020834,-0.020834,0.021715,-0.021715,0.016622,-0.016622
2.1,2.0,2.2,0.35336,0.013327,-0.013327,0.016902,-0.016902,0.011426,-0.011426
2.3,2.2,2.4,0.24842,0.01248,-0.01248,0.013218,-0.013218,0.0089293,-0.0089293
2.5,2.4,2.6,0.1816,0.010127,-0.010127,0.0094891,-0.0094891,0.0055621,-0.0055621
2.7,2.6,2.8,0.13202,0.0083838,-0.0083838,0.0066802,-0.0066802,0.0036587,-0.0036587
2.9,2.8,3.0,0.10242,0.0085001,-0.0085001,0.005374,-0.005374,0.0027664,-0.0027664
3.1,3.0,3.2,0.07279,0.0029437,-0.0029437,0.0045867,-0.0045867,0.0020612,-0.0020612
3.3,3.2,3.4,0.05599,0.0035206,-0.0035206,0.0034241,-0.0034241,0.0014663,-0.0014663
3.5,3.4,3.6,0.042279,0.0020579,-0.0020579,0.0025629,-0.0025629,0.00091965,-0.00091965
3.7,3.6,3.8,0.034314,0.0018899,-0.0018899,0.0020172,-0.0020172,0.00091092,-0.00091092
3.9,3.8,4.0,0.026823,0.0016131,-0.0016131,0.0014939,-0.0014939,0.00066271,-0.00066271
4.25,4.0,4.5,0.017186,0.00081956,-0.00081956,0.00092705,-0.00092705,0.00078607,-0.00078607
4.75,4.5,5.0,0.010656,0.0005932,-0.0005932,0.00047924,-0.00047924,0.0003586,-0.0003586
5.25,5.0,5.5,0.00601,0.00039069,-0.00039069,0.00023317,-0.00023317,0.00012485,-0.00012485
5.75,5.5,6.0,0.0039837,0.00031133,-0.00031133,0.0001701,-0.0001701,6.5478e-05,-6.5478e-05
6.25,6.0,6.5,0.0025967,0.00015173,-0.00015173,0.00022828,-0.00022828,2.6875e-05,-2.6875e-05
6.75,6.5,7.0,0.0018353,0.00010366,-0.00010366,0.00015881,-0.00015881,8.5533e-06,-8.5533e-06
7.5,7.0,8.0,0.001068,5.5366e-05,-5.5366e-05,9.29e-05,-9.29e-05,1.0244e-05,-1.0244e-05
8.5,8.0,9.0,0.00060196,3.2449e-05,-3.2449e-05,5.2695e-05,-5.2695e-05,5.0287e-06,-5.0287e-06
9.5,9.0,10.0,0.00034593,1.9735e-05,-1.9735e-05,3.0396e-05,-3.0396e-05,3.0075e-06,-3.0075e-06
10.5,10.0,11.0,0.00020975,1.2927e-05,-1.2927e-05,1.8475e-05,-1.8475e-05,1.5506e-06,-1.5506e-06
11.5,11.0,12.0,0.00014301,9.582e-06,-9.582e-06,1.2659e-05,-1.2659e-05,1.1386e-06,-1.1386e-06
12.5,12.0,13.0,9.0929e-05,6.7816e-06,-6.7816e-06,8.0946e-06,-8.0946e-06,9.9195e-07,-9.9195e-07
13.5,13.0,14.0,6.7873e-05,5.6404e-06,-5.6404e-06,6.3455e-06,-6.3455e-06,2.0071e-06,-2.0071e-06
14.5,14.0,15.0,4.4289e-05,4.1681e-06,-4.1681e-06,4.1666e-06,-4.1666e-06,1.3568e-06,-1.3568e-06
15.5,15.0,16.0,3.1115e-05,3.2829e-06,-3.2829e-06,2.9472e-06,-2.9472e-06,9.8275e-07,-9.8275e-07
17.0,16.0,18.0,2.1782e-05,2.2298e-06,-2.2298e-06,2.0864e-06,-2.0864e-06,6.7638e-07,-6.7638e-07
19.0,18.0,20.0,1.1598e-05,1.5469e-06,-1.5469e-06,1.1295e-06,-1.1295e-06,3.1471e-07,-3.1471e-07

#: CENTRALITY [pct],,,80.0-90.0
#: RE,,,PB PB --> K+ X, PB PB --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.225,0.2,0.25,2.2436,0.084017,-0.084017,0.11061,-0.11061,0.043624,-0.043624
0.275,0.25,0.3,2.2737,0.055072,-0.055072,0.084349,-0.084349,0.042206,-0.042206
0.32499999999999996,0.3,0.35,2.4446,0.041924,-0.041924,0.091747,-0.091747,0.043424,-0.043424
0.375,0.35,0.4,2.4919,0.041354,-0.041354,0.096773,-0.096773,0.043954,-0.043954
0.42500000000000004,0.4,0.45,2.4126,0.035312,-0.035312,0.10232,-0.10232,0.041641,-0.041641
0.475,0.45,0.5,2.4302,0.039545,-0.039545,0.093069,-0.093069,0.038529,-0.038529
0.525,0.5,0.55,2.3676,0.051267,-0.051267,0.12983,-0.12983,0.068614,-0.068614
0.575,0.55,0.6,2.169,0.049177,-0.049177,0.13519,-0.13519,0.065029,-0.065029
0.625,0.6,0.65,2.0532,0.050782,-0.050782,0.13661,-0.13661,0.061604,-0.061604
0.675,0.65,0.7,1.7733,0.047746,-0.047746,0.081482,-0.081482,0.055986,-0.055986
0.725,0.7,0.75,1.6733,0.047474,-0.047474,0.077937,-0.077937,0.05601,-0.05601
0.775,0.75,0.8,1.5351,0.045604,-0.045604,0.074745,-0.074745,0.054913,-0.054913
0.825,0.8,0.85,1.388,0.043961,-0.043961,0.067553,-0.067553,0.050298,-0.050298
0.875,0.85,0.9,1.3692,0.048924,-0.048924,0.065766,-0.065766,0.049076,-0.049076
0.925,0.9,0.95,1.1941,0.044075,-0.044075,0.061292,-0.061292,0.047025,-0.047025
