#: table_doi: 10.17182/hepdata.104923.v1/t5
#: name: Table 5
#: description: $p_{T}$-distributions of protons ($p+pbar$) measured in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV.
#: data_file: table_5.yaml
#: keyword reactions: PB PB --> P X | PB PB --> PBAR X
#: keyword observables: DN/DPT
#: keyword cmenergies: 5020.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: CENTRALITY [pct],,,0.0-5.0
#: RE,,,PB PB --> P X, PB PB --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.825,0.8,0.85,0.66765,0.019286,-0.019286,0.033723,-0.033723,0.028833,-0.028833
0.875,0.85,0.9,0.63617,0.018825,-0.018825,0.031144,-0.031144,0.028514,-0.028514
0.925,0.9,0.95,0.61747,0.02003,-0.02003,0.031347,-0.031347,0.025025,-0.025025
0.975,0.95,1.0,0.58291,0.020571,-0.020571,0.029024,-0.029024,0.028263,-0.028263
1.05,1.0,1.1,0.50278,0.013618,-0.013618,0.02333,-0.02333,0.021304,-0.021304
1.15,1.1,1.2,0.46393,0.014048,-0.014048,0.022075,-0.022075,0.017624,-0.017624
1.25,1.2,1.3,0.37796,0.012695,-0.012695,0.018611,-0.018611,0.018631,-0.018631
1.35,1.3,1.4,0.3027,0.01069,-0.01069,0.015541,-0.015541,0.016683,-0.016683
1.45,1.4,1.5,0.25665,0.0099606,-0.0099606,0.012546,-0.012546,0.011537,-0.011537
1.55,1.5,1.6,0.23131,0.0091193,-0.0091193,0.010846,-0.010846,0.012264,-0.012264
1.65,1.6,1.7,0.18442,0.0076271,-0.0076271,0.0087411,-0.0087411,0.0088567,-0.0088567
1.75,1.7,1.8,0.15688,0.0069349,-0.0069349,0.0071484,-0.0071484,0.0073166,-0.0073166
1.85,1.8,1.9,0.1381,0.0075828,-0.0075828,0.0062862,-0.0062862,0.0062672,-0.0062672
1.95,1.9,2.0,0.11248,0.0058139,-0.0058139,0.0052555,-0.0052555,0.0048791,-0.0048791
2.1,2.0,2.2,0.087795,0.0036285,-0.0036285,0.0037679,-0.0037679,0.0033092,-0.0033092
2.3,2.2,2.4,0.066489,0.0033754,-0.0033754,0.0030481,-0.0030481,0.0026367,-0.0026367
2.5,2.4,2.6,0.043696,0.0024797,-0.0024797,0.0017897,-0.0017897,0.0015387,-0.0015387
2.7,2.6,2.8,0.029479,0.0019286,-0.0019286,0.0011305,-0.0011305,0.0009683,-0.0009683
2.9,2.8,3.0,0.023767,0.0017962,-0.0017962,0.00089036,-0.00089036,0.00076224,-0.00076224
3.1,3.0,3.2,0.012941,0.0010785,-0.0010785,0.00048613,-0.00048613,0.00041626,-0.00041626
3.3,3.2,3.4,0.011013,0.0010563,-0.0010563,0.00038906,-0.00038906,0.00033066,-0.00033066
3.5,3.4,3.6,0.0076821,0.000802,-0.000802,0.00024369,-0.00024369,0.00018244,-0.00018244
3.7,3.6,3.8,0.0054081,0.00065993,-0.00065993,0.00024895,-0.00024895,0.00015291,-0.00015291
3.9,3.8,4.0,0.0045266,0.00058319,-0.00058319,0.0002195,-0.0002195,0.00012009,-0.00012009
4.25,4.0,4.5,0.0023172,0.00032258,-0.00032258,0.00011652,-0.00011652,5.4756e-05,-5.4756e-05
4.75,4.5,5.0,0.0013445,0.00017124,-0.00017124,9.4499e-05,-9.4499e-05,2.2829e-05,-2.2829e-05
5.25,5.0,5.5,0.00081649,0.00010912,-0.00010912,5.4332e-05,-5.4332e-05,7.4959e-06,-7.4959e-06
5.75,5.5,6.0,0.0004697,9.314e-05,-9.314e-05,3.2071e-05,-3.2071e-05,6.9537e-06,-6.9537e-06
6.25,6.0,6.5,0.00027508,2.5044e-05,-2.5044e-05,2.3271e-05,-2.3271e-05,5.9387e-06,-5.9387e-06
6.75,6.5,7.0,0.00015299,1.5076e-05,-1.5076e-05,1.2757e-05,-1.2757e-05,3.1555e-06,-3.1555e-06
7.5,7.0,8.0,9.6343e-05,9.5225e-06,-9.5225e-06,8.26e-06,-8.26e-06,1.3196e-06,-1.3196e-06
8.5,8.0,9.0,4.8145e-05,5.4159e-06,-5.4159e-06,4.0682e-06,-4.0682e-06,8.2701e-07,-8.2701e-07
9.5,9.0,10.0,2.7144e-05,3.5262e-06,-3.5262e-06,2.2944e-06,-2.2944e-06,4.7386e-07,-4.7386e-07
10.5,10.0,11.0,1.6073e-05,2.538e-06,-2.538e-06,1.3562e-06,-1.3562e-06,4.1904e-07,-4.1904e-07
11.5,11.0,12.0,7.4387e-06,1.582e-06,-1.582e-06,6.2792e-07,-6.2792e-07,1.6701e-07,-1.6701e-07
12.5,12.0,13.0,4.6735e-06,1.31e-06,-1.31e-06,3.9466e-07,-3.9466e-07,1.2169e-07,-1.2169e-07
13.5,13.0,14.0,2.4963e-06,1.0819e-06,-1.0819e-06,2.2121e-07,-2.2121e-07,1.4264e-07,-1.4264e-07
14.5,14.0,15.0,2.9845e-06,9.9684e-07,-9.9684e-07,2.6459e-07,-2.6459e-07,1.4528e-07,-1.4528e-07
15.5,15.0,16.0,1.7968e-06,6.5855e-07,-6.5855e-07,1.5936e-07,-1.5936e-07,8.6499e-08,-8.6499e-08
17.0,16.0,18.0,4.3257e-07,3.3914e-07,-3.3914e-07,3.8389e-08,-3.8389e-08,1.4548e-08,-1.4548e-08
19.0,18.0,20.0,8.3635e-07,3.3438e-07,-3.3438e-07,7.4291e-08,-7.4291e-08,2.2674e-08,-2.2674e-08

