#: table_doi: 10.17182/hepdata.104923.v1/t5
#: name: Table 5
#: description: $p_{T}$-distributions of protons ($p+pbar$) measured in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV.
#: data_file: table_5.yaml
#: keyword reactions: PB PB --> P X | PB PB --> PBAR X
#: keyword observables: DN/DPT
#: keyword cmenergies: 5020.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: CENTRALITY [pct],,,0.0-5.0
#: RE,,,PB PB --> P X, PB PB --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
13.5,13.0,14.0,0.00012934,6.4249e-06,-6.4249e-06,1.1364e-05,-1.1364e-05,1.8259e-06,-1.8259e-06
14.5,14.0,15.0,8.1468e-05,4.7537e-06,-4.7537e-06,7.1602e-06,-7.1602e-06,1.0592e-06,-1.0592e-06
15.5,15.0,16.0,5.4977e-05,3.7847e-06,-3.7847e-06,4.834e-06,-4.834e-06,7.1289e-07,-7.1289e-07
17.0,16.0,18.0,3.3959e-05,2.6253e-06,-2.6253e-06,2.9879e-06,-2.9879e-06,4.3809e-07,-4.3809e-07
19.0,18.0,20.0,2.0119e-05,2.0435e-06,-2.0435e-06,1.7718e-06,-1.7718e-06,1.518e-07,-1.518e-07

#: CENTRALITY [pct],,,40.0-50.0
#: RE,,,PB PB --> P X, PB PB --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.32499999999999996,0.3,0.35,5.2549,0.15809,-0.15809,0.4894,-0.4894,0.15611,-0.15611
0.375,0.35,0.4,5.9556,0.14307,-0.14307,0.50641,-0.50641,0.17698,-0.17698
0.42500000000000004,0.4,0.45,6.3951,0.12904,-0.12904,0.48354,-0.48354,0.19043,-0.19043
0.475,0.45,0.5,7.0335,0.046901,-0.046901,0.27752,-0.27752,0.074547,-0.074547
0.525,0.5,0.55,7.4789,0.047479,-0.047479,0.26059,-0.26059,0.089329,-0.089329
0.575,0.55,0.6,7.8576,0.04971,-0.04971,0.24605,-0.24605,0.1013,-0.1013
0.625,0.6,0.65,7.9169,0.033389,-0.033389,0.31052,-0.31052,0.18157,-0.18157
0.675,0.65,0.7,8.0129,0.034739,-0.034739,0.52537,-0.52537,0.23396,-0.23396
0.725,0.7,0.75,8.2159,0.036657,-0.036657,0.67732,-0.67732,0.30713,-0.30713
0.775,0.75,0.8,8.4025,0.039683,-0.039683,1.0152,-1.0152,0.33875,-0.33875
0.825,0.8,0.85,8.5115,0.065365,-0.065365,0.35034,-0.35034,0.19736,-0.19736
0.875,0.85,0.9,8.7858,0.069857,-0.069857,0.34558,-0.34558,0.21999,-0.21999
0.925,0.9,0.95,8.9451,0.073794,-0.073794,0.34014,-0.34014,0.25194,-0.25194
0.975,0.95,1.0,9.0561,0.079621,-0.079621,0.35626,-0.35626,0.25396,-0.25396
1.05,1.0,1.1,8.4593,0.055811,-0.055811,0.30505,-0.30505,0.26781,-0.26781
1.15,1.1,1.2,8.6561,0.062556,-0.062556,0.31827,-0.31827,0.26753,-0.26753
1.25,1.2,1.3,7.9387,0.062973,-0.062973,0.30102,-0.30102,0.23175,-0.23175
1.35,1.3,1.4,7.3869,0.063952,-0.063952,0.29256,-0.29256,0.22282,-0.22282
1.45,1.4,1.5,6.5976,0.060518,-0.060518,0.25522,-0.25522,0.1919,-0.1919
1.55,1.5,1.6,5.9413,0.054349,-0.054349,0.223,-0.223,0.13296,-0.13296
1.65,1.6,1.7,5.3262,0.051074,-0.051074,0.19197,-0.19197,0.11066,-0.11066
1.75,1.7,1.8,4.6395,0.046756,-0.046756,0.16517,-0.16517,0.097229,-0.097229
1.85,1.8,1.9,4.0643,0.042956,-0.042956,0.1438,-0.1438,0.084002,-0.084002
1.95,1.9,2.0,3.5693,0.040127,-0.040127,0.1276,-0.1276,0.076104,-0.076104
2.1,2.0,2.2,2.8491,0.024615,-0.024615,0.096745,-0.096745,0.04919,-0.04919
2.3,2.2,2.4,2.1513,0.021907,-0.021907,0.073573,-0.073573,0.036973,-0.036973
2.5,2.4,2.6,1.5194,0.016876,-0.016876,0.048875,-0.048875,0.022904,-0.022904
2.7,2.6,2.8,1.0863,0.013563,-0.013563,0.034271,-0.034271,0.016719,-0.016719
2.9,2.8,3.0,0.78,0.01118,-0.01118,0.024364,-0.024364,0.011504,-0.011504
3.1,3.0,3.2,0.57301,0.0094064,-0.0094064,0.016912,-0.016912,0.007973,-0.007973
3.3,3.2,3.4,0.39317,0.0071709,-0.0071709,0.011344,-0.011344,0.0055181,-0.0055181
3.5,3.4,3.6,0.27378,0.0055177,-0.0055177,0.007464,-0.007464,0.0031059,-0.0031059
3.7,3.6,3.8,0.19495,0.0041561,-0.0041561,0.007623,-0.007623,0.0024089,-0.0024089
3.9,3.8,4.0,0.1443,0.0033451,-0.0033451,0.0060544,-0.0060544,0.001822,-0.001822
4.25,4.0,4.5,0.085105,0.0017023,-0.0017023,0.0037587,-0.0037587,0.00094325,-0.00094325
4.75,4.5,5.0,0.040555,0.00091288,-0.00091288,0.0023616,-0.0023616,0.00028547,-0.00028547
5.25,5.0,5.5,0.020742,0.00057579,-0.00057579,0.0011895,-0.0011895,7.665e-05,-7.665e-05
5.75,5.5,6.0,0.011535,0.00039532,-0.00039532,0.00071096,-0.00071096,9.0124e-05,-9.0124e-05
6.25,6.0,6.5,0.0064378,0.00011788,-0.00011788,0.00055884,-0.00055884,7.6847e-05,-7.6847e-05
6.75,6.5,7.0,0.0038953,7.6205e-05,-7.6205e-05,0.00033694,-0.00033694,4.5779e-05,-4.5779e-05
7.5,7.0,8.0,0.0020815,4.2143e-05,-4.2143e-05,0.00018034,-0.00018034,2.3577e-05,-2.3577e-05
8.5,8.0,9.0,0.00096993,2.3291e-05,-2.3291e-05,8.4133e-05,-8.4133e-05,1.0416e-05,-1.0416e-05
9.5,9.0,10.0,0.00052631,1.5119e-05,-1.5119e-05,4.5667e-05,-4.5667e-05,6.033e-06,-6.033e-06
10.5,10.0,11.0,0.00030407,1.061e-05,-1.061e-05,2.645e-05,-2.645e-05,3.3928e-06,-3.3928e-06
11.5,11.0,12.0,0.00018665,8.1371e-06,-8.1371e-06,1.6242e-05,-1.6242e-05,2.4242e-06,-2.4242e-06
12.5,12.0,13.0,0.00011325,6.0707e-06,-6.0707e-06,9.8582e-06,-9.8582e-06,1.4987e-06,-1.4987e-06
13.5,13.0,14.0,7.6842e-05,5.0538e-06,-5.0538e-06,6.6842e-06,-6.6842e-06,1.0301e-06,-1.0301e-06
14.5,14.0,15.0,5.1202e-05,3.9177e-06,-3.9177e-06,4.4557e-06,-4.4557e-06,9.7748e-07,-9.7748e-07
15.5,15.0,16.0,3.6401e-05,3.0838e-06,-3.0838e-06,3.169e-06,-3.169e-06,6.5286e-07,-6.5286e-07
17.0,16.0,18.0,2.2756e-05,2.134e-06,-2.134e-06,1.9825e-06,-1.9825e-06,2.4699e-07,-2.4699e-07
19.0,18.0,20.0,1.2369e-05,1.6106e-06,-1.6106e-06,1.0786e-06,-1.0786e-06,6.1607e-08,-6.1607e-08

#: CENTRALITY [pct],,,50.0-60.0
#: RE,,,PB PB --> P X, PB PB --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.32499999999999996,0.3,0.35,3.6455,0.13823,-0.13823,0.34291,-0.34291,0.11401,-0.11401
0.375,0.35,0.4,4.089,0.12253,-0.12253,0.35193,-0.35193,0.12819,-0.12819
0.42500000000000004,0.4,0.45,4.5827,0.11914,-0.11914,0.35169,-0.35169,0.14426,-0.14426
0.475,0.45,0.5,4.886,0.040946,-0.040946,0.19262,-0.19262,0.058207,-0.058207
0.525,0.5,0.55,5.1761,0.040497,-0.040497,0.17506,-0.17506,0.063687,-0.063687
0.575,0.55,0.6,5.3837,0.041844,-0.041844,0.16169,-0.16169,0.074471,-0.074471
0.625,0.6,0.65,5.3383,0.02911,-0.02911,0.19904,-0.19904,0.14046,-0.14046
0.675,0.65,0.7,5.3614,0.029885,-0.029885,0.33663,-0.33663,0.19985,-0.19985
0.725,0.7,0.75,5.43,0.031348,-0.031348,0.42354,-0.42354,0.23261,-0.23261
0.775,0.75,0.8,5.4359,0.033164,-0.033164,0.6034,-0.6034,0.28009,-0.28009
0.825,0.8,0.85,5.4348,0.052629,-0.052629,0.22214,-0.22214,0.1491,-0.1491
0.875,0.85,0.9,5.5076,0.055934,-0.055934,0.21527,-0.21527,0.16944,-0.16944
0.925,0.9,0.95,5.5832,0.059127,-0.059127,0.21181,-0.21181,0.19306,-0.19306
0.975,0.95,1.0,5.4733,0.06109,-0.06109,0.21541,-0.21541,0.18156,-0.18156
1.05,1.0,1.1,5.1438,0.043745,-0.043745,0.1855,-0.1855,0.15757,-0.15757
1.15,1.1,1.2,4.9069,0.046238,-0.046238,0.18054,-0.18054,0.14407,-0.14407
1.25,1.2,1.3,4.6762,0.048526,-0.048526,0.17729,-0.17729,0.12789,-0.12789
1.35,1.3,1.4,4.1989,0.047329,-0.047329,0.16636,-0.16636,0.13339,-0.13339
1.45,1.4,1.5,3.7412,0.04611,-0.04611,0.14462,-0.14462,0.096898,-0.096898
1.55,1.5,1.6,3.3276,0.040134,-0.040134,0.12444,-0.12444,0.083609,-0.083609
1.65,1.6,1.7,2.8834,0.036137,-0.036137,0.10357,-0.10357,0.067506,-0.067506
1.75,1.7,1.8,2.5134,0.033509,-0.033509,0.089244,-0.089244,0.06164,-0.06164
1.85,1.8,1.9,2.2264,0.031438,-0.031438,0.078672,-0.078672,0.049409,-0.049409
1.95,1.9,2.0,1.8366,0.027165,-0.027165,0.06565,-0.06565,0.038781,-0.038781
2.1,2.0,2.2,1.4879,0.017451,-0.017451,0.05055,-0.05055,0.025679,-0.025679
2.3,2.2,2.4,1.0784,0.014418,-0.014418,0.03683,-0.03683,0.018534,-0.018534
2.5,2.4,2.6,0.76365,0.011353,-0.011353,0.024559,-0.024559,0.011512,-0.011512
2.7,2.6,2.8,0.52708,0.008875,-0.008875,0.016685,-0.016685,0.0081122,-0.0081122
2.9,2.8,3.0,0.3976,0.0078428,-0.0078428,0.012419,-0.012419,0.0059268,-0.0059268
3.1,3.0,3.2,0.27466,0.0059483,-0.0059483,0.0080466,-0.0080466,0.0038305,-0.0038305
3.3,3.2,3.4,0.19727,0.004841,-0.004841,0.0056541,-0.0056541,0.0028573,-0.0028573
3.5,3.4,3.6,0.14509,0.0040766,-0.0040766,0.0039352,-0.0039352,0.001646,-0.001646
3.7,3.6,3.8,0.11121,0.003278,-0.003278,0.0043371,-0.0043371,0.0013742,-0.0013742
3.9,3.8,4.0,0.071609,0.0022238,-0.0022238,0.0030208,-0.0030208,0.0009042,-0.0009042
4.25,4.0,4.5,0.045919,0.0012539,-0.0012539,0.0020155,-0.0020155,0.00053929,-0.00053929
4.75,4.5,5.0,0.023435,0.0007262,-0.0007262,0.0014194,-0.0014194,0.0001649,-0.0001649
5.25,5.0,5.5,0.012212,0.00047834,-0.00047834,0.00073016,-0.00073016,4.5126e-05,-4.5126e-05
5.75,5.5,6.0,0.0070772,0.00031365,-0.00031365,0.00044549,-0.00044549,5.5293e-05,-5.5293e-05
6.25,6.0,6.5,0.0039099,9.525e-05,-9.525e-05,0.00033695,-0.00033695,4.9533e-05,-4.9533e-05
6.75,6.5,7.0,0.0023908,6.1621e-05,-6.1621e-05,0.00020557,-0.00020557,2.995e-05,-2.995e-05
7.5,7.0,8.0,0.0013164,3.4894e-05,-3.4894e-05,0.00011331,-0.00011331,1.2189e-05,-1.2189e-05
8.5,8.0,9.0,0.00062867,1.9278e-05,-1.9278e-05,5.4137e-05,-5.4137e-05,7.4819e-06,-7.4819e-06
9.5,9.0,10.0,0.00031898,1.1776e-05,-1.1776e-05,2.7476e-05,-2.7476e-05,3.6021e-06,-3.6021e-06
10.5,10.0,11.0,0.00018882,8.3514e-06,-8.3514e-06,1.6307e-05,-1.6307e-05,2.9068e-06,-2.9068e-06
11.5,11.0,12.0,0.000109,6.0416e-06,-6.0416e-06,9.4171e-06,-9.4171e-06,1.949e-06,-1.949e-06
12.5,12.0,13.0,7.243e-05,4.6892e-06,-4.6892e-06,6.2597e-06,-6.2597e-06,1.2946e-06,-1.2946e-06
13.5,13.0,14.0,4.4208e-05,3.6715e-06,-3.6715e-06,3.8178e-06,-3.8178e-06,8.4213e-07,-8.4213e-07
14.5,14.0,15.0,3.1372e-05,2.8996e-06,-2.8996e-06,2.7103e-06,-2.7103e-06,7.8892e-07,-7.8892e-07
15.5,15.0,16.0,2.1577e-05,2.3388e-06,-2.3388e-06,1.8649e-06,-1.8649e-06,5.277e-07,-5.277e-07
17.0,16.0,18.0,1.4221e-05,1.6489e-06,-1.6489e-06,1.23e-06,-1.23e-06,2.9642e-07,-2.9642e-07
19.0,18.0,20.0,7.7873e-06,1.2225e-06,-1.2225e-06,6.7418e-07,-6.7418e-07,3.8519e-08,-3.8519e-08

#: CENTRALITY [pct],,,60.0-70.0
#: RE,,,PB PB --> P X, PB PB --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.32499999999999996,0.3,0.35,2.2497,0.10929,-0.10929,0.20653,-0.20653,0.070716,-0.070716
0.375,0.35,0.4,2.708,0.11355,-0.11355,0.22576,-0.22576,0.085168,-0.085168
0.42500000000000004,0.4,0.45,2.902,0.1015,-0.1015,0.21414,-0.21414,0.091395,-0.091395
0.475,0.45,0.5,3.0588,0.041468,-0.041468,0.13934,-0.13934,0.061902,-0.061902
0.525,0.5,0.55,3.1879,0.043012,-0.043012,0.13534,-0.13534,0.067089,-0.067089
0.575,0.55,0.6,3.2606,0.046269,-0.046269,0.13021,-0.13021,0.070597,-0.070597
0.625,0.6,0.65,3.2519,0.023995,-0.023995,0.16859,-0.16859,0.12917,-0.12917
0.675,0.65,0.7,3.1994,0.024169,-0.024169,0.23077,-0.23077,0.15416,-0.15416
0.725,0.7,0.75,3.2002,0.024998,-0.024998,0.32881,-0.32881,0.18333,-0.18333
0.775,0.75,0.8,3.2076,0.026524,-0.026524,0.34705,-0.34705,0.20012,-0.20012
0.825,0.8,0.85,3.146,0.040736,-0.040736,0.16002,-0.16002,0.12482,-0.12482
0.875,0.85,0.9,3.1533,0.04319,-0.04319,0.15499,-0.15499,0.12327,-0.12327
0.925,0.9,0.95,3.1569,0.045222,-0.045222,0.15936,-0.15936,0.14018,-0.14018
0.975,0.95,1.0,3.1081,0.047592,-0.047592,0.15482,-0.15482,0.12085,-0.12085
1.05,1.0,1.1,2.7982,0.032945,-0.032945,0.12989,-0.12989,0.11028,-0.11028
1.15,1.1,1.2,2.5531,0.032952,-0.032952,0.12148,-0.12148,0.09726,-0.09726
1.25,1.2,1.3,2.3167,0.032684,-0.032684,0.11409,-0.11409,0.094424,-0.094424
1.35,1.3,1.4,2.0511,0.031382,-0.031382,0.10528,-0.10528,0.088446,-0.088446
1.45,1.4,1.5,1.8989,0.033432,-0.033432,0.092756,-0.092756,0.081612,-0.081612
1.55,1.5,1.6,1.5778,0.025784,-0.025784,0.074018,-0.074018,0.061468,-0.061468
1.65,1.6,1.7,1.3623,0.024047,-0.024047,0.064678,-0.064678,0.051594,-0.051594
1.75,1.7,1.8,1.1736,0.021704,-0.021704,0.053541,-0.053541,0.041501,-0.041501
1.85,1.8,1.9,1.0407,0.021056,-0.021056,0.04745,-0.04745,0.038532,-0.038532
1.95,1.9,2.0,0.88282,0.019249,-0.019249,0.041301,-0.041301,0.032525,-0.032525
2.1,2.0,2.2,0.67192,0.010974,-0.010974,0.028858,-0.028858,0.021171,-0.021171
2.3,2.2,2.4,0.48306,0.0092619,-0.0092619,0.022158,-0.022158,0.01695,-0.01695
2.5,2.4,2.6,0.34078,0.0073803,-0.0073803,0.013969,-0.013969,0.010069,-0.010069
2.7,2.6,2.8,0.24577,0.0059734,-0.0059734,0.009413,-0.009413,0.0065575,-0.0065575
2.9,2.8,3.0,0.16969,0.0046498,-0.0046498,0.0063713,-0.0063713,0.00441,-0.00441
3.1,3.0,3.2,0.11984,0.0037059,-0.0037059,0.0044965,-0.0044965,0.0032361,-0.0032361
3.3,3.2,3.4,0.093222,0.0033435,-0.0033435,0.0032845,-0.0032845,0.0023103,-0.0023103
3.5,3.4,3.6,0.063648,0.0026169,-0.0026169,0.0020142,-0.0020142,0.001237,-0.001237
3.7,3.6,3.8,0.044443,0.0019104,-0.0019104,0.0020193,-0.0020193,0.0010972,-0.0010972
3.9,3.8,4.0,0.035425,0.0016566,-0.0016566,0.0016711,-0.0016711,0.0008224,-0.0008224
4.25,4.0,4.5,0.020955,0.00085634,-0.00085634,0.0010175,-0.0010175,0.00042117,-0.00042117
4.75,4.5,5.0,0.010679,0.00047504,-0.00047504,0.00070613,-0.00070613,0.00015657,-0.00015657
5.25,5.0,5.5,0.0055766,0.00029253,-0.00029253,0.00035779,-0.00035779,9.1937e-06,-9.1937e-06
5.75,5.5,6.0,0.003234,0.0002121,-0.0002121,0.00020903,-0.00020903,3.789e-05,-3.789e-05
6.25,6.0,6.5,0.0018658,6.5954e-05,-6.5954e-05,0.00016168,-0.00016168,2.498e-05,-2.498e-05
6.75,6.5,7.0,0.001184,4.3994e-05,-4.3994e-05,0.00010217,-0.00010217,1.2002e-05,-1.2002e-05
7.5,7.0,8.0,0.00066401,2.5217e-05,-2.5217e-05,5.7338e-05,-5.7338e-05,8.9089e-06,-8.9089e-06
8.5,8.0,9.0,0.00031218,1.3572e-05,-1.3572e-05,2.7023e-05,-2.7023e-05,4.0327e-06,-4.0327e-06
9.5,9.0,10.0,0.00015445,8.088e-06,-8.088e-06,1.3374e-05,-1.3374e-05,2.3003e-06,-2.3003e-06
10.5,10.0,11.0,9.3162e-05,5.7951e-06,-5.7951e-06,8.0535e-06,-8.0535e-06,1.5418e-06,-1.5418e-06
11.5,11.0,12.0,5.7094e-05,4.3039e-06,-4.3039e-06,4.9373e-06,-4.9373e-06,1.0986e-06,-1.0986e-06
12.5,12.0,13.0,3.7357e-05,3.2571e-06,-3.2571e-06,3.2317e-06,-3.2317e-06,7.211e-07,-7.211e-07
13.5,13.0,14.0,2.4526e-05,2.6051e-06,-2.6051e-06,2.2217e-06,-2.2217e-06,8.1333e-07,-8.1333e-07
14.5,14.0,15.0,1.5465e-05,1.9448e-06,-1.9448e-06,1.4014e-06,-1.4014e-06,5.2806e-07,-5.2806e-07
15.5,15.0,16.0,1.2662e-05,1.6345e-06,-1.6345e-06,1.1479e-06,-1.1479e-06,4.112e-07,-4.112e-07
17.0,16.0,18.0,9.7067e-06,1.2494e-06,-1.2494e-06,8.8051e-07,-8.8051e-07,3.245e-07,-3.245e-07
19.0,18.0,20.0,4.6562e-06,8.2589e-07,-8.2589e-07,4.2274e-07,-4.2274e-07,1.2672e-07,-1.2672e-07

#: CENTRALITY [pct],,,70.0-80.0
#: RE,,,PB PB --> P X, PB PB --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.32499999999999996,0.3,0.35,1.444,0.10552,-0.10552,0.13247,-0.13247,0.045269,-0.045269
0.375,0.35,0.4,1.4421,0.080858,-0.080858,0.12033,-0.12033,0.045235,-0.045235
0.42500000000000004,0.4,0.45,1.7108,0.090332,-0.090332,0.12623,-0.12623,0.0539,-0.0539
0.475,0.45,0.5,1.7311,0.033689,-0.033689,0.079028,-0.079028,0.036064,-0.036064
0.525,0.5,0.55,1.7614,0.034858,-0.034858,0.075536,-0.075536,0.037471,-0.037471
0.575,0.55,0.6,1.751,0.037534,-0.037534,0.070473,-0.070473,0.038016,-0.038016
0.625,0.6,0.65,1.7256,0.018148,-0.018148,0.089143,-0.089143,0.068728,-0.068728
0.675,0.65,0.7,1.6689,0.018065,-0.018065,0.11726,-0.11726,0.085805,-0.085805
0.725,0.7,0.75,1.6477,0.01842,-0.01842,0.13329,-0.13329,0.10055,-0.10055
0.775,0.75,0.8,1.6145,0.01897,-0.01897,0.1677,-0.1677,0.09329,-0.09329
0.825,0.8,0.85,1.6344,0.031611,-0.031611,0.082793,-0.082793,0.066327,-0.066327
0.875,0.85,0.9,1.5746,0.031658,-0.031658,0.07707,-0.07707,0.061389,-0.061389
0.925,0.9,0.95,1.5834,0.033324,-0.033324,0.08009,-0.08009,0.069242,-0.069242
0.975,0.95,1.0,1.3863,0.029998,-0.029998,0.069109,-0.069109,0.056736,-0.056736
1.05,1.0,1.1,1.3196,0.022537,-0.022537,0.061251,-0.061251,0.053921,-0.053921
1.15,1.1,1.2,1.2228,0.024509,-0.024509,0.058144,-0.058144,0.04502,-0.04502
1.25,1.2,1.3,1.076,0.022986,-0.022986,0.052984,-0.052984,0.047245,-0.047245
1.35,1.3,1.4,0.8756,0.019857,-0.019857,0.044957,-0.044957,0.035169,-0.035169
1.45,1.4,1.5,0.79736,0.020296,-0.020296,0.038969,-0.038969,0.036264,-0.036264
1.55,1.5,1.6,0.64733,0.015602,-0.015602,0.030312,-0.030312,0.025811,-0.025811
1.65,1.6,1.7,0.57155,0.014616,-0.014616,0.027091,-0.027091,0.024574,-0.024574
1.75,1.7,1.8,0.46614,0.012922,-0.012922,0.021227,-0.021227,0.02039,-0.02039
1.85,1.8,1.9,0.41249,0.012328,-0.012328,0.018783,-0.018783,0.015894,-0.015894
1.95,1.9,2.0,0.34821,0.011007,-0.011007,0.01627,-0.01627,0.013946,-0.013946
2.1,2.0,2.2,0.26381,0.0065134,-0.0065134,0.011322,-0.011322,0.008619,-0.008619
2.3,2.2,2.4,0.19003,0.0053926,-0.0053926,0.0086976,-0.0086976,0.007086,-0.007086
2.5,2.4,2.6,0.13202,0.0042511,-0.0042511,0.0054033,-0.0054033,0.0045542,-0.0045542
2.7,2.6,2.8,0.09593,0.0035986,-0.0035986,0.0036711,-0.0036711,0.0031273,-0.0031273
2.9,2.8,3.0,0.069631,0.0031178,-0.0031178,0.0026128,-0.0026128,0.0022162,-0.0022162
3.1,3.0,3.2,0.050631,0.0025005,-0.0025005,0.0018995,-0.0018995,0.0016017,-0.0016017
3.3,3.2,3.4,0.037262,0.0022483,-0.0022483,0.0013183,-0.0013183,0.0011,-0.0011
3.5,3.4,3.6,0.025688,0.0016712,-0.0016712,0.00081481,-0.00081481,0.00060549,-0.00060549
3.7,3.6,3.8,0.019099,0.0012531,-0.0012531,0.000873,-0.000873,0.00053639,-0.00053639
3.9,3.8,4.0,0.012977,0.00097598,-0.00097598,0.00062374,-0.00062374,0.00034193,-0.00034193
4.25,4.0,4.5,0.0076196,0.00050085,-0.00050085,0.00037665,-0.00037665,0.00017722,-0.00017722
4.75,4.5,5.0,0.004574,0.00029297,-0.00029297,0.00031195,-0.00031195,7.6459e-05,-7.6459e-05
5.25,5.0,5.5,0.0023464,0.00017979,-0.00017979,0.00015044,-0.00015044,1.95e-05,-1.95e-05
5.75,5.5,6.0,0.0012414,0.00012942,-0.00012942,8.3086e-05,-8.3086e-05,1.7564e-05,-1.7564e-05
6.25,6.0,6.5,0.00085594,4.5441e-05,-4.5441e-05,7.4851e-05,-7.4851e-05,1.4554e-05,-1.4554e-05
6.75,6.5,7.0,0.00052912,2.9644e-05,-2.9644e-05,4.6091e-05,-4.6091e-05,9.2593e-06,-9.2593e-06
7.5,7.0,8.0,0.00031284,1.7726e-05,-1.7726e-05,2.7237e-05,-2.7237e-05,4.0947e-06,-4.0947e-06
8.5,8.0,9.0,0.00013229,8.8553e-06,-8.8553e-06,1.1556e-05,-1.1556e-05,1.6506e-06,-1.6506e-06
9.5,9.0,10.0,6.694e-05,5.3743e-06,-5.3743e-06,5.8496e-06,-5.8496e-06,8.8509e-07,-8.8509e-07
10.5,10.0,11.0,4.0099e-05,3.8316e-06,-3.8316e-06,3.4984e-06,-3.4984e-06,6.7514e-07,-6.7514e-07
11.5,11.0,12.0,2.3876e-05,2.8522e-06,-2.8522e-06,2.0837e-06,-2.0837e-06,3.4815e-07,-3.4815e-07
12.5,12.0,13.0,1.5649e-05,2.0976e-06,-2.0976e-06,1.3663e-06,-1.3663e-06,2.8369e-07,-2.8369e-07
13.5,13.0,14.0,1.0374e-05,1.7846e-06,-1.7846e-06,9.4766e-07,-9.4766e-07,4.0992e-07,-4.0992e-07
14.5,14.0,15.0,6.0252e-06,1.2963e-06,-1.2963e-06,5.5059e-07,-5.5059e-07,3.0769e-07,-3.0769e-07
15.5,15.0,16.0,5.1616e-06,1.0725e-06,-1.0725e-06,4.7186e-07,-4.7186e-07,2.5151e-07,-2.5151e-07
17.0,16.0,18.0,3.4626e-06,7.4568e-07,-7.4568e-07,3.1673e-07,-3.1673e-07,1.6357e-07,-1.6357e-07
19.0,18.0,20.0,2.2205e-06,6.0577e-07,-6.0577e-07,2.0329e-07,-2.0329e-07,6.0678e-08,-6.0678e-08

#: CENTRALITY [pct],,,80.0-90.0
#: RE,,,PB PB --> P X, PB PB --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,5020.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -,syst. uncorr. +,syst. uncorr. -
0.32499999999999996,0.3,0.35,0.42993,0.05019,-0.05019,0.03942,-0.03942,0.013603,-0.013603
0.375,0.35,0.4,0.57036,0.05446,-0.05446,0.047297,-0.047297,0.018029,-0.018029
0.42500000000000004,0.4,0.45,0.67737,0.055449,-0.055449,0.049757,-0.049757,0.021318,-0.021318
0.475,0.45,0.5,0.82148,0.026489,-0.026489,0.03663,-0.03663,0.017362,-0.017362
0.525,0.5,0.55,0.79926,0.024465,-0.024465,0.033557,-0.033557,0.017315,-0.017315
0.575,0.55,0.6,0.82379,0.026815,-0.026815,0.032597,-0.032597,0.01819,-0.01819
0.625,0.6,0.65,0.80052,0.012925,-0.012925,0.041048,-0.041048,0.030765,-0.030765
0.675,0.65,0.7,0.75008,0.012481,-0.012481,0.050676,-0.050676,0.051233,-0.051233
0.725,0.7,0.75,0.72852,0.01256,-0.01256,0.058662,-0.058662,0.040923,-0.040923
0.775,0.75,0.8,0.69593,0.012634,-0.012634,0.066679,-0.066679,0.046904,-0.046904
