#: table_doi: 10.17182/hepdata.137818.v1/t2
#: name: Table 2
#: description: $\frac{\mathrm{d}N}{\mathrm{d}\eta}$ versus $\eta$ for $x^{\pm}$ in $\mathrm{p}-\mathrm{Pb}$ at $\sqrt{s_{\mathrm{NN}}}=5.023\,\mathrm{Te\!V}$ 
#: data_file: tab2.yaml
#: keyword reactions: P PB --> CHARGED
#: keyword observables: DN/DETARAP | DN/DETARAP | DN/DETARAP | DN/DETARAP | DN/DETARAP | DN/DETARAP | DN/DETARAP
#: keyword cmenergies: 5023
#: keyword phrases: Pseudorapidity Dependence | Density | Pseudorapidity Dependence | Density | Pseudorapidity Dependence | Density | Pseudorapidity Dependence | Density | Pseudorapidity Dependence | Density | Pseudorapidity Dependence | Density | Pseudorapidity Dependence | Density | Pseudorapidity Dependence
#: PARTICLE,,,CHARGED
#: SQRT(S)/NUCLEON IN GEV,,,5023
#: TRIGGER,,,CENTV0A
#: CENTRALITY IN PCT,,,  0.00 TO   5.00
ETARAP,ETARAP LOW,ETARAP HIGH,DN/DETARAP,stat +,stat -,sys +,sys -
-0.35,-0.4,-0.3,15.85,0.03,-0.03,0.53,-0.53
-0.25,-0.3,-0.2,15.79,0.03,-0.03,0.53,-0.53
-0.15000000000000002,-0.2,-0.1,15.73,0.03,-0.03,0.53,-0.53
-0.05,-0.1,0.0,15.76,0.03,-0.03,0.53,-0.53
0.05,0.0,0.1,15.82,0.03,-0.03,0.53,-0.53
0.15000000000000002,0.1,0.2,15.83,0.03,-0.03,0.53,-0.53
0.25,0.2,0.3,15.96,0.03,-0.03,0.53,-0.53
0.35,0.3,0.4,16.05,0.03,-0.03,0.54,-0.54
0.45,0.4,0.5,16.21,0.03,-0.03,0.54,-0.54
0.55,0.5,0.6,16.35,0.03,-0.03,0.55,-0.55
0.6499999999999999,0.6,0.7,16.54,0.03,-0.03,0.56,-0.56
0.75,0.7,0.8,16.71,0.03,-0.03,0.57,-0.57
0.8500000000000001,0.8,0.9,16.88,0.03,-0.03,0.58,-0.58
0.95,0.9,1.0,17.04,0.03,-0.03,0.59,-0.59
1.05,1.0,1.1,17.26,0.03,-0.03,0.6,-0.6
1.15,1.1,1.2,17.39,0.03,-0.03,0.61,-0.61
1.25,1.2,1.3,17.53,0.04,-0.04,0.62,-0.62
1.35,1.3,1.4,17.6,0.04,-0.04,0.63,-0.63
1.45,1.4,1.5,17.69,0.04,-0.04,0.65,-0.65
1.55,1.5,1.6,17.75,0.05,-0.05,0.65,-0.65
1.65,1.6,1.7,17.77,0.06,-0.06,0.66,-0.66
1.75,1.7,1.8,18.039,0.005,-0.005,0.586,-0.589
1.85,1.8,1.9,17.919,0.005,-0.005,0.59,-0.593
1.97,1.9,2.04,17.845,0.005,-0.005,0.595,-0.597
2.145,2.04,2.25,18.384,0.005,-0.005,1.151,-1.194
2.375,2.25,2.5,18.075,0.006,-0.006,1.132,-1.174
2.625,2.5,2.75,18.06,0.005,-0.005,1.131,-1.173
2.875,2.75,3.0,17.721,0.005,-0.005,1.11,-1.151
3.125,3.0,3.25,17.46,0.006,-0.006,1.093,-1.134
3.375,3.25,3.5,17.084,0.007,-0.007,1.07,-1.11
3.625,3.5,3.75,15.67,0.01,-0.01,1.03,-1.06
3.875,3.75,4.0,15.124,0.005,-0.005,0.994,-1.028
4.125,4.0,4.25,14.656,0.005,-0.005,0.963,-0.996
4.375,4.25,4.5,14.115,0.005,-0.005,0.928,-0.96
4.625,4.5,4.75,13.72,0.005,-0.005,0.902,-0.933
4.875,4.75,5.0,13.328,0.008,-0.008,0.876,-0.906

#: PARTICLE,,,CHARGED
#: SQRT(S)/NUCLEON IN GEV,,,5023
#: TRIGGER,,,CENTV0A
#: CENTRALITY IN PCT,,, 60.00 TO  80.00
ETARAP,ETARAP LOW,ETARAP HIGH,DN/DETARAP,stat +,stat -,sys +,sys -
-4.875,-5.0,-4.75,8.04,0.01,-0.01,0.53,-0.55
-4.625,-4.75,-4.5,8.226,0.008,-0.008,0.541,-0.559
-4.375,-4.5,-4.25,8.516,0.008,-0.008,0.56,-0.579
-4.125,-4.25,-4.0,8.749,0.008,-0.008,0.575,-0.595
-3.875,-4.0,-3.75,8.887,0.008,-0.008,0.584,-0.604
-3.625,-3.75,-3.5,9.28,0.02,-0.02,0.61,-0.63
-3.375,-3.5,-3.25,10.4,0.008,-0.008,0.651,-0.676
-3.125,-3.25,-3.0,10.502,0.004,-0.004,0.658,-0.682
-2.875,-3.0,-2.75,10.708,0.003,-0.003,0.671,-0.696
-2.625,-2.75,-2.5,10.92,0.003,-0.003,0.684,-0.709
-2.375,-2.5,-2.25,10.916,0.003,-0.003,0.684,-0.709
-2.145,-2.25,-2.04,11.008,0.003,-0.003,0.689,-0.715
-1.975,-2.04,-1.91,10.738,0.003,-0.003,0.355,-0.357
-1.8599999999999999,-1.91,-1.81,10.711,0.003,-0.003,0.35,-0.352
-1.755,-1.81,-1.7,10.733,0.003,-0.003,0.35,-0.352
-1.65,-1.7,-1.6,10.63,0.05,-0.05,0.39,-0.39
-1.55,-1.6,-1.5,10.64,0.04,-0.04,0.39,-0.39
-1.45,-1.5,-1.4,10.6,0.04,-0.04,0.39,-0.39
-1.35,-1.4,-1.3,10.56,0.03,-0.03,0.38,-0.38
-1.25,-1.3,-1.2,10.47,0.03,-0.03,0.37,-0.37
-1.15,-1.2,-1.1,10.42,0.03,-0.03,0.37,-0.37
-1.05,-1.1,-1.0,10.34,0.03,-0.03,0.36,-0.36
-0.95,-1.0,-0.9,10.21,0.03,-0.03,0.35,-0.35
-0.8500000000000001,-0.9,-0.8,10.14,0.02,-0.02,0.35,-0.35
-0.75,-0.8,-0.7,10.04,0.02,-0.02,0.34,-0.34
-0.6499999999999999,-0.7,-0.6,9.92,0.02,-0.02,0.34,-0.34
-0.55,-0.6,-0.5,9.84,0.02,-0.02,0.33,-0.33
-0.45,-0.5,-0.4,9.74,0.02,-0.02,0.33,-0.33
-0.35,-0.4,-0.3,9.66,0.02,-0.02,0.33,-0.33
-0.25,-0.3,-0.2,9.62,0.02,-0.02,0.32,-0.32
-0.15000000000000002,-0.2,-0.1,9.6,0.02,-0.02,0.32,-0.32
-0.05,-0.1,0.0,9.57,0.02,-0.02,0.32,-0.32
0.05,0.0,0.1,9.57,0.02,-0.02,0.32,-0.32
0.15000000000000002,0.1,0.2,9.56,0.02,-0.02,0.32,-0.32
0.25,0.2,0.3,9.6,0.02,-0.02,0.32,-0.32
0.35,0.3,0.4,9.64,0.02,-0.02,0.32,-0.32
0.45,0.4,0.5,9.71,0.02,-0.02,0.33,-0.33
0.55,0.5,0.6,9.8,0.02,-0.02,0.33,-0.33
0.6499999999999999,0.6,0.7,9.88,0.02,-0.02,0.34,-0.34
0.75,0.7,0.8,9.96,0.02,-0.02,0.34,-0.34
0.8500000000000001,0.8,0.9,10.02,0.02,-0.02,0.35,-0.35
0.95,0.9,1.0,10.13,0.02,-0.02,0.35,-0.35
1.05,1.0,1.1,10.19,0.02,-0.02,0.36,-0.36
1.15,1.1,1.2,10.28,0.03,-0.03,0.37,-0.37
1.25,1.2,1.3,10.29,0.03,-0.03,0.37,-0.37
1.35,1.3,1.4,10.34,0.03,-0.03,0.37,-0.37
1.45,1.4,1.5,10.35,0.03,-0.03,0.37,-0.37
1.55,1.5,1.6,10.42,0.04,-0.04,0.38,-0.38
1.65,1.6,1.7,10.4,0.05,-0.05,0.39,-0.39
1.75,1.7,1.8,10.465,0.004,-0.004,0.34,-0.341
1.85,1.8,1.9,10.423,0.004,-0.004,0.345,-0.346
1.97,1.9,2.04,10.36,0.004,-0.004,0.344,-0.346
2.145,2.04,2.25,10.528,0.003,-0.003,0.659,-0.684
2.375,2.25,2.5,10.279,0.004,-0.004,0.644,-0.668
2.625,2.5,2.75,10.216,0.004,-0.004,0.64,-0.664
2.875,2.75,3.0,9.988,0.004,-0.004,0.625,-0.649
3.125,3.0,3.25,9.787,0.004,-0.004,0.613,-0.636
3.375,3.25,3.5,9.594,0.005,-0.005,0.601,-0.623
3.625,3.5,3.75,8.698,0.007,-0.007,0.572,-0.591
3.875,3.75,4.0,8.35,0.003,-0.003,0.549,-0.568
4.125,4.0,4.25,8.082,0.003,-0.003,0.531,-0.549
4.375,4.25,4.5,7.793,0.003,-0.003,0.512,-0.53
4.625,4.5,4.75,7.6,0.004,-0.004,0.5,-0.517
4.875,4.75,5.0,7.388,0.005,-0.005,0.486,-0.502

#: PARTICLE,,,CHARGED
#: SQRT(S)/NUCLEON IN GEV,,,5023
#: TRIGGER,,,CENTV0A
#: CENTRALITY IN PCT,,, 80.00 TO 100.00
ETARAP,ETARAP LOW,ETARAP HIGH,DN/DETARAP,stat +,stat -,sys +,sys -
-4.875,-5.0,-4.75,4.72,0.01,-0.01,0.31,-0.32
-4.625,-4.75,-4.5,4.741,0.006,-0.006,0.312,-0.322
-4.375,-4.5,-4.25,4.789,0.006,-0.006,0.315,-0.326
-4.125,-4.25,-4.0,4.85,0.006,-0.006,0.319,-0.33
-3.875,-4.0,-3.75,4.822,0.006,-0.006,0.317,-0.328
-3.625,-3.75,-3.5,5.0,0.01,-0.01,0.33,-0.34
-3.375,-3.5,-3.25,5.403,0.005,-0.005,0.338,-0.351
-3.125,-3.25,-3.0,5.367,0.002,-0.002,0.336,-0.349
-2.875,-3.0,-2.75,5.379,0.002,-0.002,0.337,-0.349
-2.625,-2.75,-2.5,5.402,0.002,-0.002,0.338,-0.351
-2.375,-2.5,-2.25,5.361,0.002,-0.002,0.336,-0.348
-2.145,-2.25,-2.04,5.323,0.002,-0.002,0.333,-0.346
-1.975,-2.04,-1.91,5.115,0.002,-0.002,0.171,-0.172
-1.8599999999999999,-1.91,-1.81,5.021,0.002,-0.002,0.165,-0.166
-1.755,-1.81,-1.7,5.026,0.002,-0.002,0.165,-0.166
-1.65,-1.7,-1.6,4.97,0.04,-0.04,0.19,-0.19
-1.55,-1.6,-1.5,4.94,0.03,-0.03,0.18,-0.18
-1.45,-1.5,-1.4,4.87,0.03,-0.03,0.18,-0.18
-1.35,-1.4,-1.3,4.83,0.02,-0.02,0.17,-0.17
-1.25,-1.3,-1.2,4.79,0.02,-0.02,0.17,-0.17
-1.15,-1.2,-1.1,4.71,0.02,-0.02,0.17,-0.17
-1.05,-1.1,-1.0,4.67,0.02,-0.02,0.16,-0.16
-0.95,-1.0,-0.9,4.59,0.02,-0.02,0.16,-0.16
-0.8500000000000001,-0.9,-0.8,4.51,0.02,-0.02,0.16,-0.16
-0.75,-0.8,-0.7,4.45,0.02,-0.02,0.15,-0.15
-0.6499999999999999,-0.7,-0.6,4.39,0.02,-0.02,0.15,-0.15
-0.55,-0.6,-0.5,4.32,0.02,-0.02,0.15,-0.15
-0.45,-0.5,-0.4,4.26,0.02,-0.02,0.15,-0.15
-0.35,-0.4,-0.3,4.24,0.02,-0.02,0.14,-0.14
-0.25,-0.3,-0.2,4.17,0.02,-0.02,0.14,-0.14
-0.15000000000000002,-0.2,-0.1,4.15,0.01,-0.01,0.14,-0.14
-0.05,-0.1,0.0,4.12,0.01,-0.01,0.14,-0.14
0.05,0.0,0.1,4.09,0.01,-0.01,0.14,-0.14
0.15000000000000002,0.1,0.2,4.07,0.01,-0.01,0.14,-0.14
0.25,0.2,0.3,4.07,0.01,-0.01,0.14,-0.14
0.35,0.3,0.4,4.08,0.01,-0.01,0.14,-0.14
0.45,0.4,0.5,4.1,0.01,-0.01,0.14,-0.14
0.55,0.5,0.6,4.12,0.01,-0.01,0.14,-0.14
0.6499999999999999,0.6,0.7,4.12,0.01,-0.01,0.14,-0.14
0.75,0.7,0.8,4.15,0.02,-0.02,0.14,-0.14
0.8500000000000001,0.8,0.9,4.16,0.02,-0.02,0.14,-0.14
0.95,0.9,1.0,4.19,0.02,-0.02,0.14,-0.14
1.05,1.0,1.1,4.19,0.02,-0.02,0.14,-0.14
1.15,1.1,1.2,4.23,0.02,-0.02,0.15,-0.15
1.25,1.2,1.3,4.21,0.02,-0.02,0.15,-0.15
1.35,1.3,1.4,4.21,0.02,-0.02,0.15,-0.15
1.45,1.4,1.5,4.22,0.02,-0.02,0.15,-0.15
1.55,1.5,1.6,4.21,0.02,-0.02,0.15,-0.15
1.65,1.6,1.7,4.16,0.03,-0.03,0.15,-0.15
1.75,1.7,1.8,4.196,0.002,-0.002,0.137,-0.137
1.85,1.8,1.9,4.123,0.002,-0.002,0.136,-0.137
1.97,1.9,2.04,4.189,0.002,-0.002,0.137,-0.137
2.145,2.04,2.25,3.981,0.002,-0.002,0.249,-0.259
2.375,2.25,2.5,3.745,0.002,-0.002,0.235,-0.243
2.625,2.5,2.75,3.675,0.002,-0.002,0.23,-0.239
2.875,2.75,3.0,3.534,0.002,-0.002,0.221,-0.23
3.125,3.0,3.25,3.411,0.002,-0.002,0.214,-0.222
3.375,3.25,3.5,3.388,0.002,-0.002,0.212,-0.22
3.625,3.5,3.75,2.984,0.004,-0.004,0.196,-0.203
3.875,3.75,4.0,2.832,0.002,-0.002,0.186,-0.192
4.125,4.0,4.25,2.736,0.002,-0.002,0.18,-0.186
4.375,4.25,4.5,2.684,0.002,-0.002,0.176,-0.182
4.625,4.5,4.75,2.662,0.002,-0.002,0.175,-0.181
4.875,4.75,5.0,2.627,0.003,-0.003,0.173,-0.179

