#: table_doi: 10.17182/hepdata.146722.v1/t1
#: name: Table 1
#: description: $v_{2}\{2\}$ versus $\eta$ for $x^{\pm}$ in $\mathrm{Pb}-\mathrm{Pb}$ at $\sqrt{s_{\mathrm{NN}}}=5.023\,\mathrm{Te\!V}$ 
#: data_file: tab1.yaml
#: keyword reactions: PB PB --> CHARGED
#: keyword observables: V_2_2 | V_2_2 | V_2_2 | V_2_2 | V_2_2 | V_2_2 | V_2_2
#: keyword cmenergies: 5023
#: keyword phrases: Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Pseudorapidity Dependence
#: PARTICLE,,,CHARGED
#: HARMONIC,,,2
#: CORRELATOR,,,2
#: ETARAP GAP,,,(0.8, 2.6)
#: CENTRALITY [PCT],,,0 TO 5
ETARAP,ETARAP LOW,ETARAP HIGH,V_2_2,stat +,stat -,sys +,sys -
#: HARMONIC,,,2
#: CORRELATOR,,,2
#: ETARAP GAP,,,(0.8, 2.6)
#: CENTRALITY [PCT],,,40 TO 50
ETARAP,ETARAP LOW,ETARAP HIGH,V_2_2,stat +,stat -,sys +,sys -
-3.24,-3.36,-3.12,0.0705,0.0002,-0.0002,0.0046,-0.0046
-3.0,-3.12,-2.88,0.0713,0.0002,-0.0002,0.0042,-0.0042
-2.76,-2.88,-2.64,0.0716,0.0001,-0.0001,0.0038,-0.0038
-2.52,-2.64,-2.4,0.0739,0.0002,-0.0002,0.0035,-0.0035
-2.2800000000000002,-2.4,-2.16,0.0743,0.0002,-0.0002,0.0032,-0.0032
-2.04,-2.16,-1.92,0.076,0.0002,-0.0002,0.0032,-0.0032
-1.7999999999999998,-1.92,-1.68,0.0773,0.0002,-0.0002,0.0032,-0.0032
-1.08,-1.2,-0.96,0.0834,0.0005,-0.0005,0.0012,-0.0012
-0.84,-0.96,-0.72,0.08449,9e-05,-9e-05,0.00118,-0.00118
-0.6,-0.72,-0.48,0.0855,0.0001,-0.0001,0.0012,-0.0012
-0.36,-0.48,-0.24,0.0869,0.0001,-0.0001,0.0012,-0.0012
-0.12,-0.24,0.0,0.0887,0.0001,-0.0001,0.0012,-0.0012
0.11999999999999966,-2.22e-16,0.23999999999999955,0.0887,0.0001,-0.0001,0.0012,-0.0012
0.36,0.24,0.48,0.0869,0.0001,-0.0001,0.0012,-0.0012
0.6,0.48,0.72,0.0855,0.0001,-0.0001,0.0012,-0.0012
0.84,0.72,0.96,0.08449,9e-05,-9e-05,0.00118,-0.00118
1.08,0.96,1.2,0.0834,0.0005,-0.0005,0.0012,-0.0012
1.7999999999999998,1.68,1.92,0.0773,0.0002,-0.0002,0.0032,-0.0032
2.04,1.92,2.16,0.076,0.0002,-0.0002,0.0032,-0.0032
2.2800000000000002,2.16,2.4,0.0743,0.0002,-0.0002,0.0031,-0.0031
2.52,2.4,2.64,0.0739,0.0002,-0.0002,0.0031,-0.0031
2.76,2.64,2.88,0.0716,0.0001,-0.0001,0.003,-0.003
3.0,2.88,3.12,0.0713,0.0002,-0.0002,0.0031,-0.0031
3.24,3.12,3.36,0.0705,0.0002,-0.0002,0.0031,-0.0031
3.48,3.36,3.6,0.0689,0.0002,-0.0002,0.0031,-0.0031
3.7199999999999998,3.6,3.84,0.0679,0.0002,-0.0002,0.0031,-0.0031
3.96,3.84,4.08,0.0646,0.0003,-0.0003,0.0031,-0.0031
4.2,4.08,4.32,0.0635,0.0003,-0.0003,0.0031,-0.0031
4.4399999999999995,4.32,4.56,0.0604,0.0003,-0.0003,0.003,-0.003
4.68,4.56,4.8,0.0583,0.0001,-0.0001,0.003,-0.003

#: PARTICLE,,,CHARGED
#: HARMONIC,,,2
#: CORRELATOR,,,2
#: ETARAP GAP,,,(0.8, 2.6)
#: CENTRALITY [PCT],,,50 TO 60
ETARAP,ETARAP LOW,ETARAP HIGH,V_2_2,stat +,stat -,sys +,sys -
-3.24,-3.36,-3.12,0.0659,0.0002,-0.0002,0.0045,-0.0045
-3.0,-3.12,-2.88,0.0682,0.0003,-0.0003,0.0042,-0.0042
-2.76,-2.88,-2.64,0.0678,0.0002,-0.0002,0.0038,-0.0038
-2.52,-2.64,-2.4,0.0697,0.0002,-0.0002,0.0035,-0.0035
-2.2800000000000002,-2.4,-2.16,0.0706,0.0003,-0.0003,0.0033,-0.0033
-2.04,-2.16,-1.92,0.0715,0.0003,-0.0003,0.0032,-0.0032
-1.7999999999999998,-1.92,-1.68,0.0739,0.0002,-0.0002,0.0033,-0.0033
-1.08,-1.2,-0.96,0.0809,0.0007,-0.0007,0.0011,-0.0011
-0.84,-0.96,-0.72,0.0827,0.0001,-0.0001,0.0012,-0.0012
-0.6,-0.72,-0.48,0.0839,0.0002,-0.0002,0.0012,-0.0012
-0.36,-0.48,-0.24,0.0853,0.0002,-0.0002,0.0012,-0.0012
-0.12,-0.24,0.0,0.0884,0.0002,-0.0002,0.0012,-0.0012
0.11999999999999966,-2.22e-16,0.23999999999999955,0.0884,0.0002,-0.0002,0.0012,-0.0012
0.36,0.24,0.48,0.0853,0.0002,-0.0002,0.0012,-0.0012
0.6,0.48,0.72,0.0839,0.0002,-0.0002,0.0012,-0.0012
0.84,0.72,0.96,0.0827,0.0001,-0.0001,0.0012,-0.0012
1.08,0.96,1.2,0.0809,0.0007,-0.0007,0.0011,-0.0011
1.7999999999999998,1.68,1.92,0.0739,0.0002,-0.0002,0.0033,-0.0033
2.04,1.92,2.16,0.0715,0.0003,-0.0003,0.0032,-0.0032
2.2800000000000002,2.16,2.4,0.0706,0.0003,-0.0003,0.0032,-0.0032
2.52,2.4,2.64,0.0697,0.0002,-0.0002,0.0032,-0.0032
2.76,2.64,2.88,0.0678,0.0002,-0.0002,0.0031,-0.0031
3.0,2.88,3.12,0.0682,0.0003,-0.0003,0.0032,-0.0032
3.24,3.12,3.36,0.0659,0.0002,-0.0002,0.0031,-0.0031
3.48,3.36,3.6,0.0654,0.0004,-0.0004,0.0031,-0.0031
3.7199999999999998,3.6,3.84,0.0634,0.0005,-0.0005,0.0031,-0.0031
3.96,3.84,4.08,0.0605,0.0004,-0.0004,0.003,-0.003
4.2,4.08,4.32,0.0593,0.0005,-0.0005,0.003,-0.003
4.4399999999999995,4.32,4.56,0.0559,0.0005,-0.0005,0.0029,-0.0029
4.68,4.56,4.8,0.0533,0.0004,-0.0004,0.0029,-0.0029

