#: table_doi: 10.17182/hepdata.146722.v1/t10
#: name: Table 10
#: description: $r_{3,3}$ versus $\eta$ for $x^{\pm}$ in $\mathrm{Pb}-\mathrm{Pb}$ at $\sqrt{s_{\mathrm{NN}}}=5.023\,\mathrm{Te\!V}$ 
#: data_file: tab10.yaml
#: keyword reactions: PB PB --> CHARGED
#: keyword observables: R_3_3 | R_3_3 | R_3_3 | R_3_3 | R_3_3
#: keyword cmenergies: 5023
#: keyword phrases: Multi-particle correlation | Pseudorapidity separation | Decorrelation of event plane angle | Multi-particle correlation | Pseudorapidity separation | Decorrelation of event plane angle | Multi-particle correlation | Pseudorapidity separation | Decorrelation of event plane angle | Multi-particle correlation | Pseudorapidity separation | Decorrelation of event plane angle | Multi-particle correlation | Pseudorapidity separation | Decorrelation of event plane angle | Pseudorapidity Dependence
#: PARTICLE,,,CHARGED
#: HARMONIC,,,3
#: ETARAP REF,,,2 TO 2.4
#: CENTRALITY [PCT],,,0 TO 5
ETARAP,ETARAP LOW,ETARAP HIGH,R_3_3,stat +,stat -
0.11999999999999966,-2.22e-16,0.23999999999999955,1.02,0.01,-0.01
0.36,0.24,0.48,0.99,0.01,-0.01
0.6,0.48,0.72,0.98,0.01,-0.01
0.84,0.72,0.96,0.92,0.01,-0.01

#: PARTICLE,,,CHARGED
#: HARMONIC,,,3
#: ETARAP REF,,,2 TO 2.4
#: CENTRALITY [PCT],,,5 TO 10
ETARAP,ETARAP LOW,ETARAP HIGH,R_3_3,stat +,stat -
0.11999999999999966,-2.22e-16,0.23999999999999955,0.976,0.007,-0.007
0.36,0.24,0.48,0.99,0.01,-0.01
0.6,0.48,0.72,0.954,0.009,-0.009
0.84,0.72,0.96,0.93,0.01,-0.01

#: PARTICLE,,,CHARGED
#: HARMONIC,,,3
#: ETARAP REF,,,2 TO 2.4
#: CENTRALITY [PCT],,,10 TO 20
ETARAP,ETARAP LOW,ETARAP HIGH,R_3_3,stat +,stat -
0.11999999999999966,-2.22e-16,0.23999999999999955,1.01,0.009,-0.009
0.36,0.24,0.48,0.98,0.009,-0.009
0.6,0.48,0.72,0.955,0.009,-0.009
0.84,0.72,0.96,0.922,0.008,-0.008

#: PARTICLE,,,CHARGED
#: HARMONIC,,,3
#: ETARAP REF,,,2 TO 2.4
#: CENTRALITY [PCT],,,20 TO 30
ETARAP,ETARAP LOW,ETARAP HIGH,R_3_3,stat +,stat -
0.11999999999999966,-2.22e-16,0.23999999999999955,1.02,0.01,-0.01
0.36,0.24,0.48,0.99,0.01,-0.01
0.6,0.48,0.72,0.97,0.01,-0.01
0.84,0.72,0.96,0.94,0.01,-0.01

#: PARTICLE,,,CHARGED
#: HARMONIC,,,3
#: ETARAP REF,,,2 TO 2.4
#: CENTRALITY [PCT],,,30 TO 40
ETARAP,ETARAP LOW,ETARAP HIGH,R_3_3,stat +,stat -
0.11999999999999966,-2.22e-16,0.23999999999999955,1.02,0.02,-0.02
0.36,0.24,0.48,0.98,0.01,-0.01
0.6,0.48,0.72,0.96,0.02,-0.02
0.84,0.72,0.96,0.904,0.007,-0.007

