#: table_doi: 10.17182/hepdata.146722.v1/t4
#: name: Table 4
#: description: $v_{2}\{2\}$ versus $\eta$ for $x^{\pm}$ in $\mathrm{Pb}-\mathrm{Pb}$ at $\sqrt{s_{\mathrm{NN}}}=5.023\,\mathrm{Te\!V}$ 
#: data_file: tab4.yaml
#: keyword reactions: PB PB --> CHARGED
#: keyword observables: V_2_2 | V_2_2 | V_2_2 | V_2_2 | V_2_2 | V_2_2 | V_2_2
#: keyword cmenergies: 5023
#: keyword phrases: Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Pseudorapidity Dependence
#: PARTICLE,,,CHARGED
#: HARMONIC,,,2
#: CORRELATOR,,,2
#: ETARAP GAP,,,(2.0, 3.8)
#: CENTRALITY [PCT],,,0 TO 5
ETARAP,ETARAP LOW,ETARAP HIGH,V_2_2,stat +,stat -,sys +,sys -
2.04,1.92,2.16,0.0215,0.0001,-0.0001,0.001,-0.001
2.2800000000000002,2.16,2.4,0.02093,9e-05,-9e-05,0.00099,-0.00099
2.52,2.4,2.64,0.0205,0.0001,-0.0001,0.001,-0.001
2.76,2.64,2.88,0.02018,9e-05,-9e-05,0.00097,-0.00097
3.0,2.88,3.12,0.02007,9e-05,-9e-05,0.00097,-0.00097
3.24,3.12,3.36,0.01899,9e-05,-9e-05,0.00094,-0.00094
3.48,3.36,3.6,0.0187,0.0001,-0.0001,0.0009,-0.0009
3.7199999999999998,3.6,3.84,0.0186,0.0002,-0.0002,0.001,-0.001
3.96,3.84,4.08,0.01778,9e-05,-9e-05,0.00093,-0.00093
4.2,4.08,4.32,0.0179,0.0002,-0.0002,0.001,-0.001
4.4399999999999995,4.32,4.56,0.0165,0.0003,-0.0003,0.0009,-0.0009
4.68,4.56,4.8,0.0158,0.0002,-0.0002,0.0009,-0.0009

#: PARTICLE,,,CHARGED
#: HARMONIC,,,2
#: CORRELATOR,,,2
#: ETARAP GAP,,,(2.0, 3.8)
#: CENTRALITY [PCT],,,5 TO 10
ETARAP,ETARAP LOW,ETARAP HIGH,V_2_2,stat +,stat -,sys +,sys -
-3.24,-3.36,-3.12,0.033,0.0001,-0.0001,0.0022,-0.0022
-3.0,-3.12,-2.88,0.03363,8e-05,-8e-05,0.00206,-0.00206
-2.76,-2.88,-2.64,0.03413,8e-05,-8e-05,0.00188,-0.00188
-2.52,-2.64,-2.4,0.03424,6e-05,-6e-05,0.00172,-0.00172
-2.2800000000000002,-2.4,-2.16,0.03519,6e-05,-6e-05,0.00164,-0.00164
-2.04,-2.16,-1.92,0.03586,7e-05,-7e-05,0.0016,-0.0016
-1.7999999999999998,-1.92,-1.68,0.0359,0.0001,-0.0001,0.0016,-0.0016
-1.08,-1.2,-0.96,0.0364,0.0001,-0.0001,0.0008,-0.0008
-0.84,-0.96,-0.72,0.03682,6e-05,-6e-05,0.00085,-0.00085
-0.6,-0.72,-0.48,0.03719,6e-05,-6e-05,0.00086,-0.00086
-0.36,-0.48,-0.24,0.03717,7e-05,-7e-05,0.00085,-0.00085
-0.12,-0.24,0.0,0.0374,5e-05,-5e-05,0.00086,-0.00086
0.11999999999999966,-2.22e-16,0.23999999999999955,0.0374,5e-05,-5e-05,0.00086,-0.00086
0.36,0.24,0.48,0.03717,7e-05,-7e-05,0.00085,-0.00085
0.6,0.48,0.72,0.03719,6e-05,-6e-05,0.00086,-0.00086
0.84,0.72,0.96,0.03682,6e-05,-6e-05,0.00085,-0.00085
1.08,0.96,1.2,0.0364,0.0001,-0.0001,0.0008,-0.0008
1.7999999999999998,1.68,1.92,0.0359,0.0001,-0.0001,0.0016,-0.0016
2.04,1.92,2.16,0.03586,7e-05,-7e-05,0.00159,-0.00159
2.2800000000000002,2.16,2.4,0.03519,6e-05,-6e-05,0.00157,-0.00157
2.52,2.4,2.64,0.03424,6e-05,-6e-05,0.00154,-0.00154
2.76,2.64,2.88,0.03413,8e-05,-8e-05,0.00155,-0.00155
3.0,2.88,3.12,0.03363,8e-05,-8e-05,0.00155,-0.00155
3.24,3.12,3.36,0.033,0.0001,-0.0001,0.0015,-0.0015
3.48,3.36,3.6,0.032,0.0001,-0.0001,0.0015,-0.0015
3.7199999999999998,3.6,3.84,0.0319,0.0001,-0.0001,0.0016,-0.0016
3.96,3.84,4.08,0.0309,0.0001,-0.0001,0.0015,-0.0015
4.2,4.08,4.32,0.0304,0.0001,-0.0001,0.0016,-0.0016
4.4399999999999995,4.32,4.56,0.0292,0.0001,-0.0001,0.0015,-0.0015
4.68,4.56,4.8,0.028,0.0002,-0.0002,0.0015,-0.0015

#: PARTICLE,,,CHARGED
#: HARMONIC,,,2
#: CORRELATOR,,,2
#: ETARAP GAP,,,(2.0, 3.8)
#: CENTRALITY [PCT],,,10 TO 20
ETARAP,ETARAP LOW,ETARAP HIGH,V_2_2,stat +,stat -,sys +,sys -
-3.24,-3.36,-3.12,0.04845,6e-05,-6e-05,0.00323,-0.00323
-3.0,-3.12,-2.88,0.04889,8e-05,-8e-05,0.00292,-0.00292
-2.76,-2.88,-2.64,0.04991,6e-05,-6e-05,0.00267,-0.00267
-2.52,-2.64,-2.4,0.0503,4e-05,-4e-05,0.00243,-0.00243
-2.2800000000000002,-2.4,-2.16,0.05139,6e-05,-6e-05,0.00229,-0.00229
-2.04,-2.16,-1.92,0.05184,5e-05,-5e-05,0.00221,-0.00221
-1.7999999999999998,-1.92,-1.68,0.05283,9e-05,-9e-05,0.00226,-0.00226
-1.08,-1.2,-0.96,0.0536,0.0001,-0.0001,0.001,-0.001
-0.84,-0.96,-0.72,0.05413,3e-05,-3e-05,0.00103,-0.00103
-0.6,-0.72,-0.48,0.05468,6e-05,-6e-05,0.00104,-0.00104
-0.36,-0.48,-0.24,0.05487,5e-05,-5e-05,0.00104,-0.00104
-0.12,-0.24,0.0,0.05512,6e-05,-6e-05,0.00105,-0.00105
0.11999999999999966,-2.22e-16,0.23999999999999955,0.05512,6e-05,-6e-05,0.00105,-0.00105
0.36,0.24,0.48,0.05487,5e-05,-5e-05,0.00104,-0.00104
0.6,0.48,0.72,0.05468,6e-05,-6e-05,0.00104,-0.00104
0.84,0.72,0.96,0.05413,3e-05,-3e-05,0.00103,-0.00103
1.08,0.96,1.2,0.0536,0.0001,-0.0001,0.001,-0.001
1.7999999999999998,1.68,1.92,0.05283,9e-05,-9e-05,0.00224,-0.00224
2.04,1.92,2.16,0.05184,5e-05,-5e-05,0.0022,-0.0022
2.2800000000000002,2.16,2.4,0.05139,6e-05,-6e-05,0.00219,-0.00219
2.52,2.4,2.64,0.0503,4e-05,-4e-05,0.00216,-0.00216
2.76,2.64,2.88,0.04991,6e-05,-6e-05,0.00217,-0.00217
3.0,2.88,3.12,0.04889,8e-05,-8e-05,0.00216,-0.00216
3.24,3.12,3.36,0.04845,6e-05,-6e-05,0.00217,-0.00217
3.48,3.36,3.6,0.04683,7e-05,-7e-05,0.00215,-0.00215
3.7199999999999998,3.6,3.84,0.0468,0.0001,-0.0001,0.0022,-0.0022
3.96,3.84,4.08,0.0449,0.0001,-0.0001,0.0022,-0.0022
4.2,4.08,4.32,0.0443,0.0001,-0.0001,0.0022,-0.0022
4.4399999999999995,4.32,4.56,0.0423,0.0001,-0.0001,0.0021,-0.0021
4.68,4.56,4.8,0.041,0.0001,-0.0001,0.0021,-0.0021

#: PARTICLE,,,CHARGED
#: HARMONIC,,,2
#: CORRELATOR,,,2
#: ETARAP GAP,,,(2.0, 3.8)
#: CENTRALITY [PCT],,,20 TO 30
ETARAP,ETARAP LOW,ETARAP HIGH,V_2_2,stat +,stat -,sys +,sys -
-3.24,-3.36,-3.12,0.06172,7e-05,-7e-05,0.00408,-0.00408
-3.0,-3.12,-2.88,0.06242,7e-05,-7e-05,0.00369,-0.00369
-2.76,-2.88,-2.64,0.06378,6e-05,-6e-05,0.00338,-0.00338
-2.52,-2.64,-2.4,0.0649,7e-05,-7e-05,0.0031,-0.0031
-2.2800000000000002,-2.4,-2.16,0.06581,6e-05,-6e-05,0.00289,-0.00289
-2.04,-2.16,-1.92,0.06602,6e-05,-6e-05,0.00277,-0.00277
-1.7999999999999998,-1.92,-1.68,0.0673,0.0001,-0.0001,0.0028,-0.0028
-1.08,-1.2,-0.96,0.0699,0.0001,-0.0001,0.001,-0.001
-0.84,-0.96,-0.72,0.07039,8e-05,-8e-05,0.00106,-0.00106
-0.6,-0.72,-0.48,0.07105,6e-05,-6e-05,0.00107,-0.00107
-0.36,-0.48,-0.24,0.07093,5e-05,-5e-05,0.00106,-0.00106
-0.12,-0.24,0.0,0.07168,7e-05,-7e-05,0.00108,-0.00108
0.11999999999999966,-2.22e-16,0.23999999999999955,0.07168,7e-05,-7e-05,0.00108,-0.00108
0.36,0.24,0.48,0.07093,5e-05,-5e-05,0.00106,-0.00106
0.6,0.48,0.72,0.07105,6e-05,-6e-05,0.00107,-0.00107
0.84,0.72,0.96,0.07039,8e-05,-8e-05,0.00106,-0.00106
1.08,0.96,1.2,0.0699,0.0001,-0.0001,0.001,-0.001
1.7999999999999998,1.68,1.92,0.0673,0.0001,-0.0001,0.0028,-0.0028
2.04,1.92,2.16,0.06602,6e-05,-6e-05,0.00276,-0.00276
2.2800000000000002,2.16,2.4,0.06581,6e-05,-6e-05,0.00276,-0.00276
2.52,2.4,2.64,0.0649,7e-05,-7e-05,0.00274,-0.00274
2.76,2.64,2.88,0.06378,6e-05,-6e-05,0.00273,-0.00273
3.0,2.88,3.12,0.06242,7e-05,-7e-05,0.00271,-0.00271
3.24,3.12,3.36,0.06172,7e-05,-7e-05,0.00273,-0.00273
3.48,3.36,3.6,0.0597,0.0001,-0.0001,0.0027,-0.0027
3.7199999999999998,3.6,3.84,0.0592,0.0002,-0.0002,0.0027,-0.0027
3.96,3.84,4.08,0.0569,0.0001,-0.0001,0.0027,-0.0027
4.2,4.08,4.32,0.0563,0.0001,-0.0001,0.0027,-0.0027
4.4399999999999995,4.32,4.56,0.0541,0.0001,-0.0001,0.0027,-0.0027
4.68,4.56,4.8,0.0525,0.0001,-0.0001,0.0027,-0.0027

#: PARTICLE,,,CHARGED
#: HARMONIC,,,2
#: CORRELATOR,,,2
#: ETARAP GAP,,,(2.0, 3.8)
#: CENTRALITY [PCT],,,30 TO 40
ETARAP,ETARAP LOW,ETARAP HIGH,V_2_2,stat +,stat -,sys +,sys -
-3.24,-3.36,-3.12,0.06839,7e-05,-7e-05,0.00453,-0.00453
-3.0,-3.12,-2.88,0.06963,7e-05,-7e-05,0.00413,-0.00413
-2.76,-2.88,-2.64,0.07129,8e-05,-8e-05,0.00378,-0.00378
-2.52,-2.64,-2.4,0.07294,9e-05,-9e-05,0.00349,-0.00349
-2.2800000000000002,-2.4,-2.16,0.0735,0.0001,-0.0001,0.0032,-0.0032
-2.04,-2.16,-1.92,0.07375,8e-05,-8e-05,0.0031,-0.0031
-1.7999999999999998,-1.92,-1.68,0.075,0.0001,-0.0001,0.0032,-0.0032
-1.08,-1.2,-0.96,0.0797,0.0002,-0.0002,0.0011,-0.0011
-0.84,-0.96,-0.72,0.0802,0.0001,-0.0001,0.0011,-0.0011
-0.6,-0.72,-0.48,0.08069,6e-05,-6e-05,0.00113,-0.00113
-0.36,-0.48,-0.24,0.081,8e-05,-8e-05,0.00113,-0.00113
-0.12,-0.24,0.0,0.08142,9e-05,-9e-05,0.00114,-0.00114
0.11999999999999966,-2.22e-16,0.23999999999999955,0.08142,9e-05,-9e-05,0.00114,-0.00114
0.36,0.24,0.48,0.081,8e-05,-8e-05,0.00113,-0.00113
0.6,0.48,0.72,0.08069,6e-05,-6e-05,0.00113,-0.00113
0.84,0.72,0.96,0.0802,0.0001,-0.0001,0.0011,-0.0011
1.08,0.96,1.2,0.0797,0.0002,-0.0002,0.0011,-0.0011
1.7999999999999998,1.68,1.92,0.075,0.0001,-0.0001,0.0031,-0.0031
2.04,1.92,2.16,0.07375,8e-05,-8e-05,0.00309,-0.00309
2.2800000000000002,2.16,2.4,0.0735,0.0001,-0.0001,0.0031,-0.0031
2.52,2.4,2.64,0.07294,9e-05,-9e-05,0.00309,-0.00309
2.76,2.64,2.88,0.07129,8e-05,-8e-05,0.00306,-0.00306
3.0,2.88,3.12,0.06963,7e-05,-7e-05,0.00303,-0.00303
3.24,3.12,3.36,0.06839,7e-05,-7e-05,0.00303,-0.00303
3.48,3.36,3.6,0.0661,0.0002,-0.0002,0.003,-0.003
3.7199999999999998,3.6,3.84,0.0659,0.0002,-0.0002,0.0031,-0.0031
3.96,3.84,4.08,0.0627,0.0001,-0.0001,0.003,-0.003
4.2,4.08,4.32,0.0617,0.0002,-0.0002,0.003,-0.003
4.4399999999999995,4.32,4.56,0.0593,0.0002,-0.0002,0.003,-0.003
4.68,4.56,4.8,0.0578,0.0002,-0.0002,0.003,-0.003

#: PARTICLE,,,CHARGED
#: HARMONIC,,,2
#: CORRELATOR,,,2
#: ETARAP GAP,,,(2.0, 3.8)
#: CENTRALITY [PCT],,,40 TO 50
ETARAP,ETARAP LOW,ETARAP HIGH,V_2_2,stat +,stat -,sys +,sys -
-3.24,-3.36,-3.12,0.07,0.0001,-0.0001,0.0046,-0.0046
-3.0,-3.12,-2.88,0.0711,0.0001,-0.0001,0.0042,-0.0042
-2.76,-2.88,-2.64,0.0732,9e-05,-9e-05,0.00386,-0.00386
-2.52,-2.64,-2.4,0.0747,0.0001,-0.0001,0.0036,-0.0036
-2.2800000000000002,-2.4,-2.16,0.0753,0.0001,-0.0001,0.0033,-0.0033
-2.04,-2.16,-1.92,0.07578,8e-05,-8e-05,0.00316,-0.00316
-1.7999999999999998,-1.92,-1.68,0.0761,0.0002,-0.0002,0.0032,-0.0032
-1.08,-1.2,-0.96,0.0838,0.0003,-0.0003,0.0012,-0.0012
-0.84,-0.96,-0.72,0.0839,0.0001,-0.0001,0.0012,-0.0012
-0.6,-0.72,-0.48,0.0852,0.0001,-0.0001,0.0012,-0.0012
-0.36,-0.48,-0.24,0.08452,9e-05,-9e-05,0.00118,-0.00118
-0.12,-0.24,0.0,0.0859,0.0001,-0.0001,0.0012,-0.0012
0.11999999999999966,-2.22e-16,0.23999999999999955,0.0859,0.0001,-0.0001,0.0012,-0.0012
0.36,0.24,0.48,0.08452,9e-05,-9e-05,0.00118,-0.00118
0.6,0.48,0.72,0.0852,0.0001,-0.0001,0.0012,-0.0012
0.84,0.72,0.96,0.0839,0.0001,-0.0001,0.0012,-0.0012
1.08,0.96,1.2,0.0838,0.0003,-0.0003,0.0012,-0.0012
1.7999999999999998,1.68,1.92,0.0761,0.0002,-0.0002,0.0032,-0.0032
2.04,1.92,2.16,0.07578,8e-05,-8e-05,0.00314,-0.00314
2.2800000000000002,2.16,2.4,0.0753,0.0001,-0.0001,0.0031,-0.0031
2.52,2.4,2.64,0.0747,0.0001,-0.0001,0.0031,-0.0031
2.76,2.64,2.88,0.0732,9e-05,-9e-05,0.00311,-0.00311
3.0,2.88,3.12,0.0711,0.0001,-0.0001,0.0031,-0.0031
3.24,3.12,3.36,0.07,0.0001,-0.0001,0.0031,-0.0031
3.48,3.36,3.6,0.0678,0.0002,-0.0002,0.003,-0.003
3.7199999999999998,3.6,3.84,0.0669,0.0003,-0.0003,0.0031,-0.0031
3.96,3.84,4.08,0.0635,0.0003,-0.0003,0.003,-0.003
4.2,4.08,4.32,0.0625,0.0003,-0.0003,0.003,-0.003
4.4399999999999995,4.32,4.56,0.0601,0.0002,-0.0002,0.003,-0.003
4.68,4.56,4.8,0.0588,0.0002,-0.0002,0.003,-0.003

#: PARTICLE,,,CHARGED
#: HARMONIC,,,2
#: CORRELATOR,,,2
#: ETARAP GAP,,,(2.0, 3.8)
#: CENTRALITY [PCT],,,50 TO 60
ETARAP,ETARAP LOW,ETARAP HIGH,V_2_2,stat +,stat -,sys +,sys -
-3.24,-3.36,-3.12,0.0654,0.0002,-0.0002,0.0045,-0.0045
-3.0,-3.12,-2.88,0.0666,0.0002,-0.0002,0.0041,-0.0041
-2.76,-2.88,-2.64,0.0691,0.0002,-0.0002,0.0038,-0.0038
-2.52,-2.64,-2.4,0.0705,0.0002,-0.0002,0.0036,-0.0036
-2.2800000000000002,-2.4,-2.16,0.0712,0.0001,-0.0001,0.0033,-0.0033
-2.04,-2.16,-1.92,0.072,0.0002,-0.0002,0.0032,-0.0032
-1.7999999999999998,-1.92,-1.68,0.0738,0.0003,-0.0003,0.0033,-0.0033
-1.08,-1.2,-0.96,0.0826,0.0003,-0.0003,0.0012,-0.0012
-0.84,-0.96,-0.72,0.0829,0.0001,-0.0001,0.0012,-0.0012
-0.6,-0.72,-0.48,0.0827,0.0002,-0.0002,0.0012,-0.0012
-0.36,-0.48,-0.24,0.0841,0.0001,-0.0001,0.0012,-0.0012
-0.12,-0.24,0.0,0.0842,0.0001,-0.0001,0.0012,-0.0012
0.11999999999999966,-2.22e-16,0.23999999999999955,0.0842,0.0001,-0.0001,0.0012,-0.0012
0.36,0.24,0.48,0.0841,0.0001,-0.0001,0.0012,-0.0012
0.6,0.48,0.72,0.0827,0.0002,-0.0002,0.0012,-0.0012
0.84,0.72,0.96,0.0829,0.0001,-0.0001,0.0012,-0.0012
1.08,0.96,1.2,0.0826,0.0003,-0.0003,0.0012,-0.0012
1.7999999999999998,1.68,1.92,0.0738,0.0003,-0.0003,0.0033,-0.0033
2.04,1.92,2.16,0.072,0.0002,-0.0002,0.0032,-0.0032
2.2800000000000002,2.16,2.4,0.0712,0.0001,-0.0001,0.0032,-0.0032
2.52,2.4,2.64,0.0705,0.0002,-0.0002,0.0032,-0.0032
2.76,2.64,2.88,0.0691,0.0002,-0.0002,0.0032,-0.0032
3.0,2.88,3.12,0.0666,0.0002,-0.0002,0.0031,-0.0031
3.24,3.12,3.36,0.0654,0.0002,-0.0002,0.0031,-0.0031
3.48,3.36,3.6,0.0631,0.0003,-0.0003,0.003,-0.003
3.7199999999999998,3.6,3.84,0.0625,0.0003,-0.0003,0.0031,-0.0031
3.96,3.84,4.08,0.0592,0.0003,-0.0003,0.003,-0.003
4.2,4.08,4.32,0.0578,0.0003,-0.0003,0.003,-0.003
4.4399999999999995,4.32,4.56,0.0553,0.0003,-0.0003,0.0029,-0.0029
4.68,4.56,4.8,0.0534,0.0002,-0.0002,0.0029,-0.0029

