#: table_doi: 10.17182/hepdata.146722.v1/t7
#: name: Table 7
#: description: $v_{2}\{4\}$ versus $\eta$ for $x^{\pm}$ in $\mathrm{Pb}-\mathrm{Pb}$ at $\sqrt{s_{\mathrm{NN}}}=5.023\,\mathrm{Te\!V}$ 
#: data_file: tab7.yaml
#: keyword reactions: PB PB --> CHARGED
#: keyword observables: V_2_4 | V_2_4 | V_2_4 | V_2_4 | V_2_4 | V_2_4
#: keyword cmenergies: 5023
#: keyword phrases: Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Anisotropic azimuth flow | Multi-particle correlation | Pseudorapidity separation | Pseudorapidity Dependence
#: PARTICLE,,,CHARGED
#: HARMONIC,,,2
#: CORRELATOR,,,4
#: ETARAP GAP,,,(0.0, 2.0)
#: CENTRALITY [PCT],,,5 TO 10
ETARAP,ETARAP LOW,ETARAP HIGH,V_2_4,stat +,stat -,sys +,sys -
2.2800000000000002,2.16,2.4,0.0635,0.0002,-0.0002,0.0026,-0.0026
2.52,2.4,2.64,0.0635,0.0001,-0.0001,0.0026,-0.0026
2.76,2.64,2.88,0.0619,0.0001,-0.0001,0.0026,-0.0026
3.0,2.88,3.12,0.0624,0.0001,-0.0001,0.0027,-0.0027
3.24,3.12,3.36,0.0614,0.0001,-0.0001,0.0027,-0.0027
3.48,3.36,3.6,0.0599,0.0002,-0.0002,0.0027,-0.0027
3.7199999999999998,3.6,3.84,0.0595,0.0004,-0.0004,0.0027,-0.0027
3.96,3.84,4.08,0.0572,0.0002,-0.0002,0.0027,-0.0027
4.2,4.08,4.32,0.0561,0.0002,-0.0002,0.0027,-0.0027
4.4399999999999995,4.32,4.56,0.0538,0.0002,-0.0002,0.0027,-0.0027
4.68,4.56,4.8,0.052,0.0002,-0.0002,0.0027,-0.0027

#: PARTICLE,,,CHARGED
#: HARMONIC,,,2
#: CORRELATOR,,,4
#: ETARAP GAP,,,(0.0, 2.0)
#: CENTRALITY [PCT],,,40 TO 50
ETARAP,ETARAP LOW,ETARAP HIGH,V_2_4,stat +,stat -,sys +,sys -
-3.24,-3.36,-3.12,0.0612,0.0003,-0.0003,0.004,-0.004
-3.0,-3.12,-2.88,0.0612,0.0003,-0.0003,0.0036,-0.0036
-2.76,-2.88,-2.64,0.0619,0.0002,-0.0002,0.0032,-0.0032
-2.52,-2.64,-2.4,0.0635,0.0002,-0.0002,0.003,-0.003
-2.2800000000000002,-2.4,-2.16,0.0638,0.0003,-0.0003,0.0028,-0.0028
-2.04,-2.16,-1.92,0.064,0.0002,-0.0002,0.0026,-0.0026
-1.7999999999999998,-1.92,-1.68,0.0658,0.0005,-0.0005,0.0027,-0.0027
-1.08,-1.2,-0.96,0.0715,0.0006,-0.0006,0.0011,-0.0011
-0.84,-0.96,-0.72,0.0722,0.0002,-0.0002,0.0011,-0.0011
-0.6,-0.72,-0.48,0.0725,0.0001,-0.0001,0.0011,-0.0011
-0.36,-0.48,-0.24,0.073,0.0001,-0.0001,0.0011,-0.0011
-0.12,-0.24,0.0,0.073,0.0002,-0.0002,0.0011,-0.0011
0.11999999999999966,-2.22e-16,0.23999999999999955,0.073,0.0002,-0.0002,0.0011,-0.0011
0.36,0.24,0.48,0.073,0.0001,-0.0001,0.0011,-0.0011
0.6,0.48,0.72,0.0725,0.0001,-0.0001,0.0011,-0.0011
0.84,0.72,0.96,0.0722,0.0002,-0.0002,0.0011,-0.0011
1.08,0.96,1.2,0.0715,0.0006,-0.0006,0.0011,-0.0011
1.7999999999999998,1.68,1.92,0.0658,0.0005,-0.0005,0.0027,-0.0027
2.04,1.92,2.16,0.064,0.0002,-0.0002,0.0026,-0.0026
2.2800000000000002,2.16,2.4,0.0638,0.0003,-0.0003,0.0026,-0.0026
2.52,2.4,2.64,0.0635,0.0002,-0.0002,0.0026,-0.0026
2.76,2.64,2.88,0.0619,0.0002,-0.0002,0.0026,-0.0026
3.0,2.88,3.12,0.0612,0.0003,-0.0003,0.0026,-0.0026
3.24,3.12,3.36,0.0612,0.0003,-0.0003,0.0027,-0.0027
3.48,3.36,3.6,0.0598,0.0004,-0.0004,0.0027,-0.0027
3.7199999999999998,3.6,3.84,0.0598,0.0004,-0.0004,0.0027,-0.0027
3.96,3.84,4.08,0.0563,0.0004,-0.0004,0.0026,-0.0026
4.2,4.08,4.32,0.0562,0.0004,-0.0004,0.0027,-0.0027
4.4399999999999995,4.32,4.56,0.0536,0.0004,-0.0004,0.0027,-0.0027
4.68,4.56,4.8,0.0519,0.0003,-0.0003,0.0027,-0.0027

#: PARTICLE,,,CHARGED
#: HARMONIC,,,2
#: CORRELATOR,,,4
#: ETARAP GAP,,,(0.0, 2.0)
#: CENTRALITY [PCT],,,50 TO 60
ETARAP,ETARAP LOW,ETARAP HIGH,V_2_4,stat +,stat -,sys +,sys -
-3.24,-3.36,-3.12,0.0559,0.0007,-0.0007,0.0038,-0.0038
-3.0,-3.12,-2.88,0.0558,0.0006,-0.0006,0.0034,-0.0034
-2.76,-2.88,-2.64,0.0561,0.0006,-0.0006,0.0031,-0.0031
-2.52,-2.64,-2.4,0.0575,0.0003,-0.0003,0.0029,-0.0029
-2.2800000000000002,-2.4,-2.16,0.059,0.0008,-0.0008,0.0028,-0.0028
-2.04,-2.16,-1.92,0.0577,0.0003,-0.0003,0.0026,-0.0026
-1.7999999999999998,-1.92,-1.68,0.06,0.001,-0.001,0.003,-0.003
-1.08,-1.2,-0.96,0.07,0.002,-0.002,0.002,-0.002
-0.84,-0.96,-0.72,0.0676,0.0005,-0.0005,0.0022,-0.0022
-0.6,-0.72,-0.48,0.0684,0.0004,-0.0004,0.0023,-0.0023
-0.36,-0.48,-0.24,0.0691,0.0004,-0.0004,0.0023,-0.0023
-0.12,-0.24,0.0,0.0689,0.0005,-0.0005,0.0023,-0.0023
0.11999999999999966,-2.22e-16,0.23999999999999955,0.0689,0.0005,-0.0005,0.0023,-0.0023
0.36,0.24,0.48,0.0691,0.0004,-0.0004,0.0023,-0.0023
0.6,0.48,0.72,0.0684,0.0004,-0.0004,0.0023,-0.0023
0.84,0.72,0.96,0.0676,0.0005,-0.0005,0.0022,-0.0022
1.08,0.96,1.2,0.07,0.002,-0.002,0.002,-0.002
1.7999999999999998,1.68,1.92,0.06,0.001,-0.001,0.003,-0.003
2.04,1.92,2.16,0.0577,0.0003,-0.0003,0.0026,-0.0026
2.2800000000000002,2.16,2.4,0.059,0.0008,-0.0008,0.0027,-0.0027
2.52,2.4,2.64,0.0575,0.0003,-0.0003,0.0026,-0.0026
2.76,2.64,2.88,0.0561,0.0006,-0.0006,0.0026,-0.0026
3.0,2.88,3.12,0.0558,0.0006,-0.0006,0.0026,-0.0026
3.24,3.12,3.36,0.0559,0.0007,-0.0007,0.0026,-0.0026
3.48,3.36,3.6,0.056,0.001,-0.001,0.003,-0.003
3.7199999999999998,3.6,3.84,0.051,0.001,-0.001,0.003,-0.003
3.96,3.84,4.08,0.05,0.001,-0.001,0.002,-0.002
4.2,4.08,4.32,0.0511,0.0007,-0.0007,0.0026,-0.0026
4.4399999999999995,4.32,4.56,0.0475,0.0007,-0.0007,0.0025,-0.0025
4.68,4.56,4.8,0.046,0.001,-0.001,0.002,-0.002

